Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ATCM,3368,002,,2,6,1,2,1,1,,2,1,1,,1,,1,2,0,"Lim, Fengjie",,,,,
ATCM,3370,001,3,5,6,5,3,,2,1,1,,,,1,,1,,2,"Lewis, Timothy M","Bagherzadeh, Elmira",,,,
ATCM,3372,001,3,12,2,1,2,2,,1,1,,,,2,,2,,2,"Fitzgerald, Harold E",,,,,
ATCM,3376,001,,44,,3,2,1,,1,1,,,,,,,,0,"Evans, Monica J","Jones, Jazmine Q",,,,
ATCM,3388,001,14,15,3,3,2,,,,,,,1,,,3,,1,"Lee, Angela M","Asgharpour, Maedeh",,,,
ATCM,3388,002,,25,5,4,2,3,,,,,,,,,4,,1,"Lee, Angela M","Asgharpour, Maedeh",,,,
ATCM,4305,001,1,1,7,1,,,,,,,,,,,,,0,"Caldwell, Bryon A",,,,,
ATCM,4307,001,2,1,8,1,,,,1,,,,,,,,,0,"McCord, Peter A",,,,,
ATCM,4310,001,1,9,6,8,1,,,,,,,1,,,2,,0,"Kitagawa, Midori",,,,,
ATCM,4315,001,,3,,,1,1,3,5,,,3,,,,2,1,0,"McComber, Sean",,,,,
ATCM,4316,001,,20,,,,,,,,,,,,,,,0,"Oropallo, Kara I",,,,,
ATCM,4316,002,,21,,,,,,,,,,,,,,,0,"Fechter, Todd A",,,,,
ATCM,4319,001,2,9,8,5,1,1,,,,,,,,,,,0,"Veras de Souza, Christine",,,,,
ATCM,4319,002,,9,7,2,1,2,2,1,,,,,,,3,,2,"Johnson, Casey A",,,,,
ATCM,4320,001,8,17,2,1,,,,,,,,,,,2,,0,"Nguyen, Josef D",,,,,
ATCM,4337,001,6,4,3,1,,1,,,,,,,2,,4,,0,"Nazir, Cassini",,,,,
ATCM,4338,001,,24,1,1,2,1,,1,,,,,,,1,,0,"Farrar, Eric T",,,,,
ATCM,4346,001,8,8,1,,1,,,,,,,,,,1,,0,"Marks, David E",,,,,
ATCM,4350,001,17,1,2,1,2,3,,2,1,,,,,,1,,0,"Hewitt, Sharon",,,,,
ATCM,4365,001,5,4,,2,2,1,1,,,,,,,,,,2,"Christopher, Timothy V",,,,,
ATCM,4370,001,2,7,8,2,3,,,,,,,,,,,,0,"Lewis, Timothy M",,,,,
ATCM,4376,001,1,8,3,,,,,,,,,,,,,,0,"Chandler, Adam W",,,,,
ATCM,4377,001,3,5,1,,,,,,,,,,,,1,,0,"Christopher, Timothy V",,,,,
ATCM,4379,001,7,7,7,,,1,,,,,,,,,1,,0,"Chandler, Adam W",,,,,
ATCM,4384,001,,19,,,9,,,8,,,,,,,6,1,0,"Lester, Paul",,,,,
ATCM,4384,002,,10,,,17,,,11,,,1,,1,,2,1,1,"Lester, Paul",,,,,
ATCM,4395,001,10,5,4,4,1,2,2,,,,,,,,2,,0,"Cox, Norman L",,,,,
ATCM,4395,501,9,3,1,1,2,2,1,,,,,,,,,1,0,"Cox, Norman L",,,,,
ATCM,4397,001,19,3,,,1,1,,,,,,1,1,,,,0,"Salter, Monika","Veras de Souza, Christine",,,,
ATCM,4397,002,,16,1,3,2,1,,,,,1,,,,,,0,"Johnson, Casey A",,,,,
ATCM,4397,003,2,5,6,4,3,2,,,,,,,,,,,0,"Schich, Maximilian",,,,,
ATCM,4397,004,8,9,4,,1,1,,3,,,,,,,,,0,"Nielsen, Christina R",,,,,
ATCM,4397,005,,27,,,,,,,,,,,,,,,0,"Terry, Dean",,,,,
ATCM,4397,006,17,7,1,,,,,,,,,,,,,,0,"Oropallo, Kara I",,,,,
ATCM,6000,001,,,,,,,,,,,,,1,12,,,0,"Balsamo, Anne",,,,,
ATCM,6301,001,,12,,,,,,,,,,,,2,,,0,"Nadin, Mihai",,,,,
ATCM,6326,001,,8,,,,,,,,,,,,3,,,0,"Terry, Dean",,,,,
AUD,6113,001,,,,,,,,,,,,,,24,,,0,"Roeser, Ross J",,,,,
AUD,6306,001,,6,6,,1,,,,,,,,,,,,0,"Assmann, Peter",,,,,
AUD,6311,001,,14,,,,,,,,,,,,1,,,0,"Clark, Jackie L","Roeser, Ross J",,,,
AUD,6318,001,,11,3,,,,,,,,,,,1,,,0,"Warner-Czyz, Andrea D","Evans, Delaney L",,,,
AUD,6V20,101,,14,,,,,,,,,,,,1,,,0,"Lobarinas, Edward","Roeser, Ross J","Clark, Jackie L","Escabi, Celia D",,
AUD,7205,001,,16,5,1,3,,,,,,,,,,,,0,"Le Prell, Colleen G",,,,,
AUD,7220,001,,11,1,,,,,,,,,,,,,,0,"Lobarinas, Edward",,,,,
AUD,7282,001,,13,,,,,,,,,,,,,,,0,"Cokely, Carol G",,,,,
AUD,7321,001,,13,,,,,,,,,,,,2,,,0,"Lobarinas, Edward","Escabi, Celia D",,,,
AUD,7326,501,,12,,,,,,,,,,,,,,,0,"Thibodeau, Linda K",,,,,
AUD,7351,001,,12,,,,,,,,,,,,,,,0,"Griffiths, Scott K",,,,,
BA,1100,001,,20,1,2,3,1,,3,,,2,2,10,,10,12,2,"Henderson, Tom",,,,,
BA,1320,001,1,6,3,6,1,1,2,2,,,,,,,22,1,2,"Blueshtein, Moran","Smith, Jake A","Rawat, Manavi",,,
BA,3100,001,2,34,,,,,,,1,,,,,,1,,0,"Berardi, Caryn S",,,,,
BA,3100,002,19,6,4,2,,1,1,,,,,1,,,4,1,1,"de los Santos, Veronica",,,,,
BA,3200,001,3,37,6,6,6,,,,,,,,,,1,,1,"Smallwood, Margaret G","Bangalore Ravi, Sai Karun",,,,
BA,4101,001,6,9,,,,,,,,,,,,,,,0,"Knox, Alan R",,,,,
BA,4V00,001,,7,4,1,,,,,,,,,,,5,,0,"Lewin, Peter","Villarreal, Pamela A",,,,
BA,4V00,002,,12,3,,,,,,,,,,,,2,,0,"Lewin, Peter","Villarreal, Pamela A",,,,
BCOM,3100,001,5,15,4,2,,,,,,1,,,,,10,2,0,"Moore, Sarah E","Tanabe, Takuma",,,,
BCOM,3100,002,6,6,1,,2,,,1,,,,,1,,4,,1,"Fry, Jennifer L",,,,,
BCOM,3100,003,1,24,1,5,,2,1,,,,,,,,,,0,"Berardi, Caryn S",,,,,
BCOM,3200,001,6,5,6,2,1,7,1,2,1,1,,,1,,11,2,0,"Bruce, Elizabeth J",,,,,
BCOM,3200,002,6,7,11,2,3,3,,3,2,2,,,,,10,1,1,"Bruce, Elizabeth J",,,,,
BCOM,3200,003,24,15,5,5,3,1,1,1,,,,,1,,3,1,0,"Fry, Jennifer L",,,,,
BCOM,3200,501,3,2,7,,3,1,3,1,3,2,,,3,,14,6,1,"Bruce, Elizabeth J",,,,,
BCOM,3310,001,2,10,24,3,1,,,,,,,,,,4,,1,"Moore, Sarah E","Tanabe, Takuma",,,,
BCOM,3310,002,21,12,7,1,2,,,1,,,,,,,1,1,0,"Ahlberg, Mehrzad","Singh, Karan Deep",,,,
BCOM,3310,003,3,13,18,2,1,,,1,,,,,,,6,,0,"Moore, Sarah E","Tanabe, Takuma",,,,
BCOM,3310,004,1,27,8,1,,,,2,,,,,,,5,,0,"Smallwood, Margaret G","Bangalore Ravi, Sai Karun","Goswami, Aditya Puri",,,
BCOM,3310,005,1,11,12,6,3,,,,,,,,,,11,1,0,"McCrady, Victoria D","Shivarudrappa, Vishwas",,,,
BCOM,3310,006,6,14,8,2,,1,,1,1,,,,,,10,1,1,"McCrady, Victoria D","Shivarudrappa, Vishwas",,,,
BCOM,3310,007,3,10,9,3,3,4,1,1,1,,,,,,5,2,0,"Miller, Alyssa",,,,,
BCOM,3310,008,1,12,5,7,3,2,1,1,2,,,,,,10,1,0,"Lookadoo, Kathryn","Tanabe, Takuma",,,,
BCOM,3310,009,22,14,3,1,,,,,,,,,,,5,,0,"de los Santos, Veronica",,,,,
BCOM,3310,010,,5,9,5,4,4,3,1,,,1,,1,,11,1,0,"Lookadoo, Kathryn","Tanabe, Takuma",,,,
BCOM,3310,011,,22,11,4,2,,1,,,,,,,,3,2,0,"Lawson, Kristen A","Josyula, Chandramouli Niranjan",,,,
BCOM,3310,012,,14,15,2,2,4,,,,,,,1,,7,,0,"Lawson, Kristen A","Josyula, Chandramouli Niranjan",,,,
BCOM,3310,013,12,13,7,,3,,,3,1,,1,,,,4,1,0,"Ahlberg, Mehrzad","Singh, Karan Deep",,,,
BCOM,3310,014,14,14,7,,4,,,,,,,,,,3,2,1,"Ahlberg, Mehrzad","Singh, Karan Deep",,,,
BCOM,3310,015,8,13,3,7,2,,1,1,1,,,,,,7,,0,"Fry, Jennifer L",,,,,
BCOM,3310,501,,3,15,6,2,4,1,2,,,2,,,,9,,1,"Armstead, Erica",,,,,
BCOM,3310,502,1,2,23,9,4,1,1,1,,,1,,,,3,,0,"Armstead, Erica",,,,,
BCOM,3310,5E1,,3,3,,,2,1,,,,,,,,3,3,0,"Steadham, Kyle S",,,,,
BCOM,4350,001,3,21,11,,2,1,,,,,,,,,2,,0,"Smallwood, Margaret G","Bangalore Ravi, Sai Karun","Goswami, Aditya Puri",,,
BCOM,4350,002,,25,9,2,1,,,,,,,,,,3,,0,"Smallwood, Margaret G","Bangalore Ravi, Sai Karun","Goswami, Aditya Puri",,,
BCOM,4350,003,16,12,4,3,1,1,1,1,,,,,,,3,,1,"Ahlberg, Mehrzad","Singh, Karan Deep",,,,
BCOM,4350,004,6,17,2,3,3,2,,,,,,,,,7,4,0,"Ahlberg, Mehrzad","Singh, Karan Deep",,,,
BCOM,4350,005,,2,14,7,3,1,4,2,1,,,,,,3,,2,"Lookadoo, Kathryn","Tanabe, Takuma",,,,
BCOM,4350,006,2,26,7,3,3,1,,,1,1,,,,,,,0,"Watson, John M","Shivarudrappa, Vishwas",,,,
BCOM,4350,007,,23,9,2,2,1,,1,,,,,,,6,,1,"Lawson, Kristen A","Josyula, Chandramouli Niranjan",,,,
BCOM,4350,008,2,21,8,1,1,1,,1,1,,1,,,,6,,0,"Watson, John M","Shivarudrappa, Vishwas",,,,
BCOM,4350,009,1,3,4,4,7,5,,1,,1,,,,,10,3,0,"Lookadoo, Kathryn","Tanabe, Takuma",,,,
BCOM,4350,010,,9,16,3,4,3,1,,,,,,,,6,1,0,"Moore, Sarah E","Tanabe, Takuma",,,,
BCOM,4350,011,1,9,19,2,3,1,,,,,,,1,,7,2,0,"Moore, Sarah E","Tanabe, Takuma",,,,
BCOM,4350,501,,2,6,4,4,2,1,1,1,1,,,,,2,2,1,"Steadham, Kyle S",,,,,
BCOM,4350,502,,9,3,,3,,,,1,,,,,,4,1,0,"Prudhomme-Coleman, Michelle",,,,,
BCOM,4350,HON,,42,3,,,,,,,,,,,,5,,0,"Lawson, Kristen A","Josyula, Chandramouli Niranjan",,,,
BIOL,1318,001,,15,,,12,,,8,,,2,,,,7,,1,"Maitra, Meenakshi",,,,,
BIOL,2111,001,3,3,5,1,4,4,4,4,2,,,,,,7,,5,"Srikanth, Uma",,,,,
BIOL,2111,002,1,2,2,5,7,4,8,3,2,1,,,1,,1,1,0,"Srikanth, Uma",,,,,
BIOL,2111,003,5,3,2,5,6,2,2,1,1,,,,,,2,,1,"Srikanth, Uma",,,,,
BIOL,2111,004,8,3,3,6,1,2,4,,1,,,,,,2,,0,"Srikanth, Uma",,,,,
BIOL,2111,005,8,1,3,6,4,5,,1,,,,,,,1,,1,"Srikanth, Uma",,,,,
BIOL,2111,006,1,3,4,6,7,6,4,,3,2,,,1,,1,,0,"Srikanth, Uma",,,,,
BIOL,2111,007,10,4,7,4,5,3,,,1,,,,,,6,,0,"Srikanth, Uma",,,,,
BIOL,2111,008,5,6,6,7,2,6,2,2,,1,,,,,3,,0,"Srikanth, Uma",,,,,
BIOL,2112,001,1,10,8,6,7,2,1,1,,1,,1,,,7,,1,"Wilson, Michelle","Sivakolundu, Dinesh Keran",,,,
BIOL,2112,002,,9,12,3,7,5,2,,,,,,,,2,,0,"Wilson, Michelle","Cao, Lian",,,,
BIOL,2112,003,1,17,13,2,4,1,1,,1,,,,,,3,,1,"Wilson, Michelle","Sivakolundu, Dinesh Keran",,,,
BIOL,2112,004,2,15,9,7,8,2,1,1,,,,,1,,,,0,"Wilson, Michelle","Salinas, Carlos E",,,,
BIOL,2112,005,1,13,9,6,5,1,,,,,,,1,,4,,0,"Wilson, Michelle","Salamat, Narges",,,,
BIOL,2112,006,6,17,7,8,1,3,,,,,,,,,2,1,1,"Wilson, Michelle","Yetkin, Celal E",,,,
BIOL,2112,007,2,6,11,8,5,2,3,1,1,,,,,,4,2,0,"Wilson, Michelle","Cao, Lian","Salamat, Narges","Yetkin, Celal E",,
BIOL,2112,008,4,15,12,5,4,1,1,,,,,,,,4,,0,"Wilson, Michelle","Cao, Lian","Salinas, Carlos E",,,
BIOL,2112,009,3,14,17,3,2,2,1,,,,,,,,4,,0,"Wilson, Michelle","Salamat, Narges","Yetkin, Celal E",,,
BIOL,2112,010,4,10,10,4,4,5,2,,,,,,,,1,1,1,"Wilson, Michelle","Salinas, Carlos E",,,,
BIOL,2112,011,5,10,10,4,6,2,1,,,,,,,,3,1,0,"Wilson, Michelle","Yetkin, Celal E",,,,
BIOL,2281,301,1,4,5,1,2,1,1,,,,1,,1,,1,1,2,"Lin, Wen J","Alvarez, Sophia M",,,,
BIOL,2281,302,11,6,2,,1,,,1,,,,,,,2,,0,"Pickett, Elizabeth A","Shashikanth Raj Urs, Karthik Urs Bangalore",,,,
BIOL,2281,303,2,3,5,6,2,,1,,1,,,,,,3,,0,"Pickett, Elizabeth A","Moore, Dalton E",,,,
BIOL,2281,304,2,3,4,1,2,3,2,,1,,,,,,3,,0,"Klang, Ida","Ratevosyan, Richard",,,,
BIOL,2281,305,,5,7,1,1,1,,,3,,,,,,3,1,1,"Lin, Wen J","Xia, Jing",,,,
BIOL,2281,306,9,9,3,,,,1,1,,,,,,,,,0,"Braitsch, Caitlin M","Shashikanth Raj Urs, Karthik Urs Bangalore",,,,
BIOL,2281,307,1,5,6,3,2,2,,1,,,,,,,3,,0,"Lin, Wen J","Moore, Dalton E",,,,
BIOL,2281,308,4,9,3,,1,1,,1,,,,1,1,,,2,0,"Lin, Wen J","Ratevosyan, Richard",,,,
BIOL,2281,309,1,,4,7,,3,1,,,1,,,2,,3,,0,"Klang, Ida","Xia, Jing",,,,
BIOL,2281,310,4,8,4,1,,,1,1,,,,,,,2,1,1,"Mehta, Iti","Alvarez, Sophia M",,,,
BIOL,2281,311,4,10,1,2,1,2,,,,,,,,,1,1,1,"Pickett, Elizabeth A","Jia, Kun",,,,
BIOL,2281,312,5,7,4,2,3,,1,,,,,,,,1,,0,"Klang, Ida","Jia, Kun",,,,
BIOL,2281,313,2,7,9,1,1,,1,,,1,,,,,1,,0,"Lin, Wen J","Soladogun, Adedamola S",,,,
BIOL,2281,314,2,5,5,4,1,3,1,,,,,,1,,1,,0,"Klang, Ida","Do, Hung P",,,,
BIOL,2281,315,2,4,7,3,3,2,,,1,,1,,,,,,0,"Klang, Ida","Alvarez, Sophia M","Buyukkahraman, Gozde",,,
BIOL,2281,316,9,2,1,2,1,3,,,,,,,,,3,,0,"Klang, Ida","Buyukkahraman, Gozde",,,,
BIOL,2281,317,3,8,5,1,2,1,,,1,,,,,,1,,0,"Mehta, Iti","Udhayakumar, Bhavatharini",,,,
BIOL,2281,318,3,9,5,1,1,,1,,,,,,1,,1,,0,"Mehta, Iti","Soladogun, Adedamola S",,,,
BIOL,2281,319,5,9,5,,1,1,,,,,,,,,2,,0,"Pickett, Elizabeth A","Easterwood, Shayne",,,,
BIOL,2281,320,4,3,3,3,3,3,,,2,,,,,,1,,0,"Pickett, Elizabeth A","Easterwood, Shayne",,,,
BIOL,2281,321,5,5,4,1,1,3,,,1,,,,,,2,,1,"Braitsch, Caitlin M","Udhayakumar, Bhavatharini",,,,
BIOL,2311,001,41,25,31,42,36,33,24,11,10,4,,,2,,23,1,7,"Srikanth, Uma","Chandratre, Khyati R","Carey, Jonathan R","Alemi, Parinazsadat","Reddy, Sindhuri",
BIOL,2312,001,8,73,57,31,30,11,8,2,1,1,,1,2,,22,3,2,"Wilson, Michelle","Cao, Lian","Salamat, Narges","Yetkin, Celal E","Sivakolundu, Dinesh Keran","Salinas, Carlos E"
BIOL,2312,002,21,63,61,25,23,15,5,1,1,,,,,,12,2,2,"Wilson, Michelle",,,,,
BIOL,2350,001,12,10,,1,2,1,,,,,,,,,1,,0,"Sapozhnikov, Ilya",,,,,
BIOL,2350,002,16,9,1,,,,,,,,,,,,2,,1,"Sapozhnikov, Ilya",,,,,
BIOL,3101,001,,2,2,5,5,3,2,2,,3,1,,1,,16,,3,"Dejong, Jeff L","Wright, Katherine A","Anand Manoharan, Eric Nigel Ebenezer","Kunder, Nikesh Prakash","Burch, Ryan A","Zhang, Bo"
BIOL,3101,002,1,,4,3,2,2,,4,,,,,,,12,,1,"Dejong, Jeff L","Wright, Katherine A","Anand Manoharan, Eric Nigel Ebenezer","Kunder, Nikesh Prakash","Burch, Ryan A","Zhang, Bo"
BIOL,3101,003,1,2,5,1,5,3,2,5,1,1,,,,,15,2,2,"Dejong, Jeff L","Wright, Katherine A","Anand Manoharan, Eric Nigel Ebenezer","Zhang, Bo","Burch, Ryan A","Kunder, Nikesh Prakash"
BIOL,3101,004,1,2,,2,1,3,,1,,,1,,,,12,1,4,"Dejong, Jeff L","Anand Manoharan, Eric Nigel Ebenezer","Zhang, Bo","Wright, Katherine A","Burch, Ryan A","Kunder, Nikesh Prakash"
BIOL,3101,005,1,5,6,7,6,1,,1,,,,,,,12,2,1,"Dejong, Jeff L","Wright, Katherine A","Kunder, Nikesh Prakash","Burch, Ryan A","Zhang, Bo","Anand Manoharan, Eric Nigel Ebenezer"
BIOL,3101,006,1,2,4,2,6,6,2,1,,,,,,,12,,1,"Dejong, Jeff L","Wright, Katherine A","Kunder, Nikesh Prakash","Burch, Ryan A","Zhang, Bo","Anand Manoharan, Eric Nigel Ebenezer"
BIOL,3101,007,,2,,,,1,,2,,,,,,,10,1,0,"Dejong, Jeff L","Wright, Katherine A","Kunder, Nikesh Prakash","Burch, Ryan A","Zhang, Bo","Anand Manoharan, Eric Nigel Ebenezer"
BIOL,3101,008,,1,,1,,,2,1,,,,,,,4,1,1,"Dejong, Jeff L","Wright, Katherine A","Kunder, Nikesh Prakash","Burch, Ryan A","Zhang, Bo","Anand Manoharan, Eric Nigel Ebenezer"
BIOL,3101,010,2,2,7,2,4,2,1,,,1,,,,,6,1,2,"Dejong, Jeff L","Wright, Katherine A","Kunder, Nikesh Prakash","Burch, Ryan A","Zhang, Bo","Anand Manoharan, Eric Nigel Ebenezer"
BIOL,3102,001,4,3,4,,5,2,2,1,,2,,1,,,3,,0,"Sarcar, Subha N",,,,,
BIOL,3102,002,4,4,1,1,5,3,2,,,,,,,,5,,0,"Srikanth, Uma",,,,,
BIOL,3102,003,4,5,4,,3,2,4,2,3,1,,,,,6,1,0,"Sarcar, Subha N","Thomas-Jardin, Shayna E",,,,
BIOL,3102,004,11,4,3,2,3,2,2,,,,1,,,,2,,0,"Srikanth, Uma","Bautista, Monica A",,,,
BIOL,3102,005,4,1,5,2,1,4,4,1,,,,1,,,,,1,"Sarcar, Subha N",,,,,
BIOL,3102,006,4,8,4,1,2,1,4,,2,,,,,,4,,0,"Srikanth, Uma",,,,,
BIOL,3161,001,8,3,1,2,4,2,1,4,1,,1,1,2,,1,5,3,"Spiro, Stephen","Taylor, Stephanie M","Marsh, Robert",,,
BIOL,3161,002,2,2,3,1,,1,2,1,2,3,4,2,1,,6,4,2,"Marsh, Robert","Taylor, Stephanie M","Spiro, Stephen",,,
BIOL,3161,003,3,6,4,2,1,1,2,1,3,2,1,2,,,5,7,3,"Spiro, Stephen","Marsh, Robert","Taylor, Stephanie M",,,
BIOL,3161,004,1,7,4,1,5,3,,4,2,2,1,2,,,1,4,3,"Marsh, Robert","Taylor, Stephanie M","Spiro, Stephen",,,
BIOL,3161,005,3,5,4,3,6,1,1,5,,1,,,,,4,1,4,"Taylor, Stephanie M","Marsh, Robert","Spiro, Stephen",,,
BIOL,3161,006,1,2,4,,5,1,5,5,4,2,1,1,1,,4,1,3,"Taylor, Stephanie M","Spiro, Stephen","Marsh, Robert",,,
BIOL,3161,007,2,3,8,1,3,2,2,3,2,,1,,,,3,5,4,"Taylor, Stephanie M","Marsh, Robert","Spiro, Stephen",,,
BIOL,3161,008,1,6,3,2,3,4,1,1,2,,,,,,7,1,1,"Taylor, Stephanie M","Marsh, Robert","Spiro, Stephen",,,
BIOL,3162,001,1,7,5,2,3,3,1,2,3,1,,,,,8,2,1,"Candas, Mehmet",,,,,
BIOL,3162,002,2,3,2,2,5,4,3,3,3,1,,,,,7,1,0,"Reitzer, Lawrence",,,,,
BIOL,3162,003,1,8,7,,6,3,,,1,,,,,,9,4,0,"Candas, Mehmet",,,,,
BIOL,3162,004,6,3,3,,2,7,2,1,2,2,,,,,8,2,0,"Reitzer, Lawrence",,,,,
BIOL,3162,005,,3,5,3,3,5,1,3,2,1,1,,,,9,1,0,"Candas, Mehmet",,,,,
BIOL,3162,006,2,7,6,1,5,3,,4,1,1,,,,,7,,1,"Reitzer, Lawrence",,,,,
BIOL,3162,007,1,3,,3,3,3,2,2,1,,1,,,,3,,2,"Candas, Mehmet",,,,,
BIOL,3162,008,4,2,6,1,3,3,1,2,2,,,,,,8,,0,"Reitzer, Lawrence",,,,,
BIOL,3301,001,7,18,28,23,29,21,9,17,1,6,2,,1,,101,9,15,"Dejong, Jeff L","Kunder, Nikesh Prakash","Wright, Katherine A","Zhang, Bo","Burch, Ryan A",
BIOL,3302,001,31,25,21,6,19,14,18,4,5,3,1,2,,,20,1,1,"Sarcar, Subha N","Srikanth, Uma","Tandon, Neha Ramesh","Thomas-Jardin, Shayna E","Bautista, Monica A",
BIOL,3318,001,50,42,18,3,3,2,,,,,,,1,,2,,0,"Henson, Uyen N",,,,,
BIOL,3320,001,3,2,7,,3,,,2,,,,,,,1,,0,"Hajeri, Vinita",,,,,
BIOL,3355,001,36,8,,,,,,,,,,,,,1,,0,"Sapozhnikov, Ilya",,,,,
BIOL,3355,501,37,6,,,,,,,,,,,,,1,,0,"Sapozhnikov, Ilya",,,,,
BIOL,3357,001,4,4,,2,,,,,,,,,,,,,0,"Wu, Zhuoru","Khekare, Prachi Prakash",,,,
BIOL,3361,001,11,14,8,5,8,7,4,11,7,6,4,7,3,,8,17,11,"Spiro, Stephen","Marsh, Robert","Dey, Sanchareeka","Chen, Xingyu","Krishnamohan, Aishwarya","Upreti, Chahat"
BIOL,3361,002,7,15,18,6,13,7,8,11,8,2,4,,1,,12,7,12,"Taylor, Stephanie M","Dey, Sanchareeka","Villones, Rhiza Lyne","Upreti, Chahat","Krishnamohan, Aishwarya","Chen, Xingyu"
BIOL,3362,001,16,31,33,11,25,29,9,13,14,5,2,,,,46,11,4,"Candas, Mehmet","Reitzer, Lawrence","Petter, Andrew T","Song, Ming","Kolluri, Gayatri",
BIOL,3370,001,7,6,5,2,3,2,4,3,3,1,,,1,,10,,3,"Wu, Zhuoru","Khekare, Prachi Prakash",,,,
BIOL,3380,301,,1,5,1,2,1,2,1,1,1,1,,,,3,1,2,"Pan, Jing","Srinivas, Anagha",,,,
BIOL,3380,302,3,1,1,1,3,2,1,,3,1,,,,,2,3,0,"Rippel, Scott A","Chacon Castro, Maria Del Carmen",,,,
BIOL,3380,303,,1,3,4,2,2,1,2,,1,1,,,,5,,0,"Rippel, Scott A","Chacon Castro, Maria Del Carmen",,,,
BIOL,3380,304,4,2,2,1,2,2,,1,,,,,,,4,2,2,"Pan, Jing","Sivanandam, Tharani",,,,
BIOL,3380,305,1,6,1,3,2,4,1,,1,,,,,,2,,1,"Braitsch, Caitlin M","Moni, Shah Otoshi",,,,
BIOL,3380,306,3,6,2,1,2,5,,,,,,,,,2,1,0,"Pan, Jing","Sivanandam, Tharani",,,,
BIOL,3380,307,3,5,3,3,3,2,,,1,,,,,,2,,0,"Rippel, Scott A","Zhi, Jiahe",,,,
BIOL,3380,308,,4,2,4,1,1,3,1,,,,,,,5,1,0,"Pan, Jing","Zhi, Jiahe",,,,
BIOL,3380,309,,6,6,1,3,1,,1,1,,,,,,3,,0,"Braitsch, Caitlin M","Moni, Shah Otoshi",,,,
BIOL,3380,310,3,3,7,2,2,,,,2,,1,,,,2,,0,"Braitsch, Caitlin M","Srinivas, Anagha",,,,
BIOL,3385,001,,7,3,2,2,2,,1,,,,,,,7,,0,"Murchison, David F",,,,,
BIOL,3388,001,3,9,2,5,1,,,,,,,,,,8,1,1,"Rippel, Scott A",,,,,
BIOL,3455,301,5,2,4,4,2,1,4,,2,,1,,1,,1,1,3,"Ramirez, Ruben D","Langley, Lyndsey E",,,,
BIOL,3455,302,1,7,4,1,2,2,1,1,2,,2,1,,,,2,2,"Ramirez, Ruben D","Wu, Zhuoru","Karkar, Akash V",,,
BIOL,3455,303,1,5,3,2,3,6,2,,4,,,,1,,1,1,2,"Ramirez, Ruben D","Wu, Zhuoru","Karkar, Akash V",,,
BIOL,3455,304,,4,2,4,1,4,1,2,4,,,1,2,,1,2,3,"Ramirez, Ruben D","Karkar, Akash V","Veera, Kavya",,,
BIOL,3455,305,4,6,3,5,3,2,2,1,1,,,1,,,2,1,1,"Maitra, Meenakshi","Ramirez, Ruben D","Langley, Lyndsey E",,,
BIOL,3455,306,,6,5,3,2,5,1,1,2,1,,1,,,2,,3,"Ramirez, Ruben D","Maitra, Meenakshi","Satagopan, Shreya",,,
BIOL,3455,307,2,2,11,1,4,2,,,1,,1,,1,,4,,1,"Ramirez, Ruben D","Maitra, Meenakshi","Veera, Kavya",,,
BIOL,3455,308,1,6,5,1,4,6,4,1,1,,,,,,2,,0,"Ramirez, Ruben D","Maitra, Meenakshi","Zhabilov, Dannie",,,
BIOL,3456,301,4,12,2,6,3,3,1,,,1,,,,,,,0,"Yu, Wen H","Sarcar, Subha N",,,,
BIOL,3456,302,2,10,6,5,4,,2,2,,,,,,,3,1,0,"Yu, Wen H",,,,,
BIOL,3456,303,5,10,8,4,1,3,,,,,1,,,,2,1,1,"Yu, Wen H",,,,,
BIOL,3456,304,6,13,8,,3,1,1,,1,1,,,,,2,,0,"Yu, Wen H",,,,,
BIOL,3456,801,5,5,4,4,3,2,1,1,1,,,,,,1,1,2,"Sarcar, Subha N","Yu, Wen H","Daescu, Kelly J",,,
BIOL,3520,301,3,7,9,3,2,,,,,,,,,,,,0,"Mehta, Iti","Sawant, Namrata V","Ratna, Tahira Amdid","Sharon, Belle M",,
BIOL,3520,302,7,7,2,4,2,,,,,,,,,,1,,0,"Mehta, Iti","Dahl, Haley C","Ebrahimzadeh Pirshahid, Tahmineh",,,
BIOL,4305,001,1,2,2,2,1,1,,1,,,,1,,,1,,2,"Narety, Charisse",,,,,
BIOL,4310,001,2,17,26,17,12,2,1,,,,,1,,,15,5,2,"Candas, Mehmet",,,,,
BIOL,4345,001,6,65,14,5,8,3,1,2,,,,,,,4,,1,"Burr, John G",,,,,
BIOL,4350,501,2,4,4,1,7,4,,2,4,,1,3,1,,2,3,1,"Ramirez, Ruben D",,,,,
BIOL,4357,001,12,3,,,,,,,,,,,,,,,0,"Du, Heng","Srikanth, Uma","Tian, Jing",,,
BIOL,4360,001,7,3,1,1,1,,,,,,,,,,2,,0,"Pickett, Elizabeth A",,,,,
BIOL,4380,301,16,4,1,,1,,,,,,,,,,1,,0,"Sadat, Eva","Alfaro, Mirabella",,,,
BIOL,4380,302,5,6,5,3,1,,,,,,,,,,3,,0,"Sadat, Eva","Nowak, Chance M",,,,
BIOL,4380,303,13,6,3,1,1,,,,,,,,,,,,0,"Sadat, Eva","Ravichandran, Nainika",,,,
