Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,"Total W",Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
HONS,3101,HN1,,11,1,,1,,,,,,,,,1,"Harpham, Edward",,,,,
ARTS,2315,001,3,11,,1,,,,,,,,,,0,"Brown-Pearn, Spencer S",,,,,
ARTS,2381,001,1,3,4,3,1,,,,,,,,2,1,"White, Steven",,,,,
ARTS,3364,001,5,9,,,,,,,1,,,,,0,"Brown-Pearn, Spencer S",,,,,
ARTS,3375,001,2,12,,,1,,,,,,,,,0,"Curry, Val",,,,,
CRWT,2301,501,,11,3,,,,,,,,,,,1,"Leverone, Julia",,,,,
DANC,2334,001,12,2,,,,,,,,,,,,1,"Matzke, Sarah",,,,,
LIT,3337,002,3,3,7,,1,,,1,,,,,,0,"Valente, Sarah d",,,,,
RHET,1302,0H5,,4,7,,2,1,,,,1,,,,0,"Riley, Kristin N",,,,,
SPAN,3366,001,5,7,2,,,,,,,,,,1,0,"Camacho-Guardado, Lorena",,,,,
VPAS,3340,001,,8,2,,2,1,,1,,,,,,1,"Goode, Dianne H",,,,,
ATCM,4346,001,1,2,7,2,,1,1,,,,1,,,0,"Marks, David E",,,,,
AUD,6303,001,,5,6,2,2,,,,,,,,,0,"Lobarinas, Edward",,,,,
AUD,6305,001,,10,3,2,,,,,,,,,,0,"Le Prell, Colleen G",,,,,
AUD,6310,001,,8,5,2,,,,,,,,,,0,"Roeser, Ross J",,,,,
CLDP,3310,501,,3,5,1,3,1,,,,,1,,1,0,"Bonner, Deborah L","Redig, Samantha L",,,,
HCS,7364,001,,7,1,4,2,,,1,,,,,,0,"Rugg, Michael D",,,,,
NSC,4353,104,1,7,5,,,1,,1,,,,,,0,"Sultana, Rukhsana","Newel, Jacqueline P",,,,
NSC,4353,106,2,5,2,2,1,2,,1,,,,,,0,"Taylor, Anna M","dos Santos, Natalia Lucia",,,,
BMEN,4110,102,4,4,3,1,2,1,,,,,,,,0,"Ardestani Khoubrouy, Soudeh","Abraham, Alejandro","Raut, Saurabh Vikas",,,
CE,2305,004,,2,1,,2,4,,,,1,2,,1,2,"Chitturi, Bhadrachalam",,,,,
CE,3311,501,2,2,2,1,4,1,2,1,,,,,,0,"Pourkamali, Siavash","Palit, Prithviraj",,,,
CE,3320,502,2,3,2,,,2,,,,,1,3,1,1,"Nikoubin, Tooraj","Salimath, Vibhav Kumarswami",,,,
CE,6304,001,,1,5,3,2,2,2,,,,,,,0,"Carrion Schaefer, Benjamin",,,,,
CS,6356,001,,4,7,,3,,,,,,,,,1,"Marcus, Andrian","Maweu, Barbara M",,,,
CS,6382,001,,11,2,,2,,,,,,,,,0,"Du, Ding Z","Gu, Shuyang",,,,
EE,3150,103,1,3,,1,1,2,2,1,2,,1,,1,0,"Bhatt, Tanay M","Apalak, Merve",,,,
EEMF,6319,501,,10,4,1,,,,,,,,,,0,"Frensley, William",,,,,
MSEN,6319,001,,1,4,4,,1,1,3,,,,,,1,"Wallace, Robert M",,,,,
SE,3341,004,2,1,1,1,,3,1,1,3,,,1,,1,"Whalen, Tristan G","Alfaro, Jose F","Zimmer, Kevin C",,,
SYSM,6304,SS1,,15,,,,,,,,,,,,0,"Koganti, Ramakrishna",,,,,
PA,3379,001,4,10,,,,,,,,,,,1,0,"Zvobgo, Varaidzo",,,,,
PPPE,6329,501,,7,5,3,,,,,,,,,,0,"Leaf, Murray J",,,,,
GST,3302,001,,1,6,1,3,2,1,,1,,,,,0,"Jakobsson, Pia K",,,,,
HONS,3104,HN1,4,10,1,,,,,,,,,,,0,"Dow, Douglas C",,,,,
HONS,3108,HN1,,15,,,,,,,,,,,,0,"Prakash, Ravi",,,,,
HONS,3112,HN1,9,2,3,1,,,,,,,,,,0,"Kaplan, Marilyn R",,,,,
HONS,3113,HN1,13,2,,,,,,,,,,,,0,"Page, Ivor",,,,,
HONS,3114,HN1,2,13,,,,,,,,,,,,0,"Thompson, Christina M",,,,,
HONS,3199,H11,12,3,,,,,,,,,,,,0,"Scotch, Richard","Bi, Jingnan",,,,
HONS,3199,H13,,10,4,,,,,,,,,,1,0,"Miller, Banks",,,,,
HONS,3199,H14,8,2,5,,,,,,,,,,,0,"Devdas, Neetha R",,,,,
HONS,3199,H15,,15,,,,,,,,,,,,0,"Stefan, Mihaela C",,,,,
HONS,3199,H16,3,8,2,1,,,,,,,,,1,0,"Pitman, Bonnie L","Brunell, Valerie A",,,,
HONS,3199,HN1,3,9,2,,,,,1,,,,,,0,"Rippel, Scott A","Thompson, Christina M",,,,
HONS,3199,HN2,2,12,1,,,,,,,,,,,0,"LaDow, Eva S",,,,,
HONS,3199,HN3,,14,1,,,,,,,,,,,0,"Towner, Theresa",,,,,
HONS,3199,HN5,,11,4,,,,,,,,,,,0,"Rankin, Monica A",,,,,
HONS,3199,HN7,5,7,2,,,,,,,,,,1,0,"Grohman, Magdalena G",,,,,
ACCT,6377,001,,8,6,1,,,,,,,,,,0,"McCuistion, Dennis",,,,,
BPS,6310,GH1,,2,2,11,,,,,,,,,,0,"Lee, Seunghyun","Kim, Dong Shin",,,,
BUAN,6356,0W1,,5,5,1,1,,,,,,,,,3,"Parker, Jason A","Rajendran, Adityan",,,,
FERM,6301,FS1,,8,7,,,,,,,,,,,0,"Gurun, Umit",,,,,
FIN,4328,501,,2,,,7,,,2,,,1,,2,1,"Lynch, Julie",,,,,
FIN,6315,501,,4,3,4,3,1,,,,,,,,0,"Shah, Rajiv","Dode, Shrutik G",,,,
HMGT,6321,CH1,,8,5,1,,,,1,,,,,,0,"Ramanathan, Kannan",,,,,
HMGT,6323,CH1,,8,4,3,,,,,,,,,,0,"Rhoades, Mike",,,,,
ITSS,4V95,501,1,1,3,1,7,,2,,,,,,,0,"Thirumalai, Nambi","Jadhav, Sukruta",,,,
MECO,4342,001,10,1,3,1,,,,,,,,,,0,"Molina, Stephen",,,,,
MIS,6334,001,,3,4,2,4,1,,,,,,,1,0,"Menon, Syam","Mishra, Sailendra P",,,,
MKT,4380,001,,8,4,2,1,,,,,,,,,0,"Wu, Fang","Kasaian, Keyvan",,,,
MKT,6380,501,,1,10,4,,,,,,,,,,0,"Nichols, Paul M",,,,,
OPRE,7353,001,,6,7,,1,1,,,,,,,,0,"Dawande, Milind",,,,,
RMIS,3370,001,1,1,,4,4,1,1,,1,,1,,,1,"Richardson, Debra L",,,,,
BIOL,3320,002,1,3,2,3,2,1,1,,,,1,1,,0,"Hajeri, Vinita",,,,,
BIOL,3357,001,2,12,,,,,,,,,,,,1,"Wu, Zhuoru","Khekare, Prachi Prakash",,,,
MATH,2417,011,1,3,1,,1,2,,,,,,1,5,1,"Ahsan, Mohammad K",,,,,
NATS,3343,001,3,8,2,,1,1,,,,,,,,0,"Dorsey, Floyd Z",,,,,
PHYS,5322,001,,7,7,,,1,,,,,,,,0,"Stoneback, Russell A","Ferguson, Sarah W",,,,
LIT,1301,501,,7,,,5,,,3,,,,,,0,"Walsh, Dennis P",,,,,
RHET,1302,023,,4,,1,1,1,1,1,,2,1,,2,1,"Bovda, Alisa Y",,,,,
ATCM,6300,001,,10,2,1,2,,,,,,,,,0,"Knight, Kim A",,,,,
BMEN,6321,001,,6,1,3,3,2,,,,,,,,0,"Ware, Taylor H",,,,,
GISC,4382,501,,3,1,3,2,,1,2,1,,,,1,0,"Chastain, Bryan J","Shi, Fan",,,,
LIT,3339,501,,9,6,,,,,,,,,,,0,"Hatfield, Charles D",,,,,
MECH,4381,003,,4,3,4,4,,,,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Zare, Armin",,
MECH,4381,004,,4,3,2,1,3,,2,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Zare, Armin",,
MECH,4381,005,,1,4,5,4,,1,,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Zare, Armin",,
ARTS,2350,501,,10,3,,,,,,,,,,2,1,"Loving, Emily",,,,,
ARTS,3311,001,,3,1,2,,3,1,1,2,,1,,2,0,"Copeland, Colette",,,,,
ARTS,3377,001,1,7,2,3,1,,,,,,,,1,1,"Waligore, Marilyn A",,,,,
ARTS,4368,001,6,10,,,,,,,,,,,,0,"Pomara, John",,,,,
COMM,3320,001,,14,,1,,,,,,,,,1,0,"Lingo, Kathy A",,,,,
HIST,3366,501,,11,,,3,,,,,,,1,,1,"Fischer, Anne G",,,,,
HIST,6301,501,,2,5,4,4,,,,,,,,1,0,"Wright, Ben",,,,,
MUSI,2317,002,,13,1,,,,,,,,1,,,1,"Medrick, Mary A",,,,,
MUSI,3122,001,,16,,,,,,,,,,,,0,"Salisbury, Linda J",,,,,
MUSI,3324,001,4,5,1,1,1,2,,,,,1,,1,0,"Durbin, Kelly",,,,,
RHET,1302,506,4,5,3,,1,,,1,,,,,2,0,"Ali, Shazia",,,,,
VPAS,3300,501,2,4,1,3,4,,,1,,,,,1,0,"Curchack, Fred",,,,,
COMD,7V82,001,,6,9,1,,,,,,,,,,0,"Goffman, Lisa A",,,,,
HCS,7320,001,,13,1,2,,,,,,,,,,0,"Abdi, Herve","Yu, Ju-Chi",,,,
NSC,4353,105,6,7,2,,,,,,,,,,1,0,"Raboune, Siham","Lenert, Melissa E",,,,
PSY,3350,001,,6,,,3,3,2,1,,,,,,1,"Ulatowska, Hanna K",,,,,
PSY,4359,501,1,6,,,5,,,2,,,,,2,0,"Rypma, Bart P","Himes, Lyndahl M",,,,
BMEN,1208,002,2,4,5,,,1,1,,1,,,,2,0,"Ardestani Khoubrouy, Soudeh","Ambike, Iravati M","Jones, Rachel F","Dsouza, Tania M",,
BMEN,6330,001,,11,2,2,,1,,,,,,,,0,"Porter, Benjamin A",,,,,
BMEN,6371,501,,6,3,3,3,,,1,,,,,,0,"Pancrazio, Joseph J",,,,,
BMEN,6394,001,,12,,2,,,,1,,,,,1,0,"Winter, Patrick M",,,,,
CE,3102,103,8,3,1,,,3,,1,,,,,,0,"Pitz, Jeanne","Azarang, Arian","Taghizadeh Alamdari, Nasim",,,
CE,3310,001,1,1,1,1,1,3,1,2,2,,1,,1,1,"Lee, Jeong-Bong","Abousaba, Mohammad F",,,,
CE,3311,001,,1,2,,2,2,2,1,3,1,2,,,0,Kenneth,"Jalalibidgoli, Farzaneh",,,,
CE,4389,001,2,6,3,3,2,,,,,,,,,0,"Tacca, Marco","Zhang, Yunjie",,,,
CS,6381,001,,9,5,2,,,,,,,,,,0,"Chandrasekaran, Ramaswamy","De, Partha",,,,
EECS,6331,001,,5,2,3,4,1,,1,,,,,,0,"Yurkovich, Stephen","Manickam, Anandha Natarajan",,,,
EEDG,6304,001,,1,1,4,4,5,1,,,,,,,0,"Carrion Schaefer, Benjamin",,,,,
EPCS,3200,001,,9,2,,4,,,1,,,,,,0,"Bennett, Terrell R",,,,,
MECH,4381,001,,2,4,6,3,1,,,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Fadda, Dani Z",,
MECH,4381,002,,3,2,4,6,,,1,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Fadda, Dani Z",,
MECH,4381,006,,1,5,3,7,,,,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Zare, Armin",,
MECH,4381,007,,1,6,6,3,,,,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Ouyang, Hui",,
MECH,6309,001,,6,5,3,1,1,,,,,,,,0,"Park, Wooram",,,,,
MSEN,6381,001,,9,3,3,1,,,,,,,,,0,"Cho, Kyeongjae",,,,,
SE,3340,006,,2,,,6,,,7,,,1,,,0,"Goodrum, Richard A",,,,,
SE,6329,MS1,,8,6,1,,,,,,,,,1,0,"Nguyen, Tien N",,,,,
SE,6361,MS1,,12,2,1,,,,1,,,,,,0,"Oladimeji, Ebenezer A",,,,,
EPPS,6323,001,,11,,,5,,,,,,,,,0,"Ho, Karl",,,,,
GEOG,2302,001,7,,1,1,2,3,,,1,1,,,,0,"Cummings, Anthony R","Liau, Yan-Ting",,,,
GISC,3304,001,1,7,,3,2,,,,,,1,,1,1,"Dean, Denis J",,,,,
GOVT,2107,0W1,1,2,1,2,2,,1,1,2,,1,1,2,0,"Lowe, Evan",,,,,
PA,6387,0W1,,3,3,3,2,1,,3,,,,,1,0,"Packard, Christopher J",,,,,
PPPE,6301,001,,5,3,2,3,2,,1,,,,,,0,"Bunte, Jonas B",,,,,
PSCI,4V67,HN1,14,1,1,,,,,,,,,,,0,"Kirby, Barbara E",,,,,
ED,3345,501,,5,6,,4,1,,,,,,,,0,"McNulty, Angela B",,,,,
ED,4363,501,1,4,2,3,3,2,,,,,,,1,0,"Ross, Alyssa N",,,,,
ACCT,6370,501,,4,9,3,,,,,,,,,,0,"Sutton, Walter L","Hoang, Quynh M",,,,
ACCT,6382,501,,8,3,3,2,,,,,,,,,0,"Mauriello, Joseph A","Truong, Timothy T",,,,
BUAN,6356,502,,2,4,4,2,1,1,,,,,,1,1,"Chatterjee, Sourav","Jadhav, Sharvari Vikas",,,,
FERM,6319,FS1,,3,2,3,,4,2,1,,,,,,1,"Ma, Liping",,,,,
FIN,3320,5E1,2,2,2,1,2,1,1,,2,,,,3,0,"Kaur, Dupinderjeet",,,,,
ITSS,4V95,002,3,4,4,1,2,,,2,,,,,,0,"Hansen, Atanas Y","Zhu, Wangsheng",,,,
MIS,6346,001,,5,3,2,4,,,1,,,,,1,0,"Bradbury, Judd D","Singh, Ayush K","Shah, Bhavin A",,,
BIOL,3102,003,1,1,3,2,,2,1,,1,3,,2,,0,"Sarcar, Subha N",,,,,
CHEM,1111,120,,8,1,1,1,2,1,,,,1,,1,0,"Hashami, Zohreh","Shaffer, Joy",,,,
CHEM,2123,123,6,5,,1,,,,1,,,,,,3,"Panapitiya, Nimanka P","Liyanaarachchi, Sureshee M",,,,
GEOS,1103,103,1,1,4,4,,3,1,2,,,,,,0,"Griffin, William R",,,,,
MATH,2417,HN1,6,8,,,1,,1,,,,,,,0,"Ramakrishna, Viswanath","Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,
MATH,6313,001,,5,1,2,4,1,,1,,,,,1,1,"Minkoff, Susan E",,,,,
UNIV,1100,004,,11,2,,2,,,,,,,,1,0,"Welgehausen, Eric C",,,,,
RHET,1302,0H6,,8,3,2,1,1,,,,,,1,,0,"Hamilton, Cristen",,,,,
HLTH,4380,0W1,4,7,1,,1,1,1,,1,,,,,0,"Isham, Stephanie","Edwards, Christopher W",,,,
ACN,6373,001,,7,2,3,2,,,,,,,,1,1,"Overzet, Kathryn M",,,,,
HIST,4378,001,1,6,3,3,,1,,,,,,,2,0,"Klimchock, Carolee",,,,,
ARTS,1316,007,2,4,1,3,1,2,1,1,1,,,,1,0,"Ishii, Sara T",,,,,
ARTS,1316,501,,6,,,5,,,,,,2,,1,3,"Lacy, Mary E",,,,,
ARTS,3368,001,,14,,1,2,,,,,,,,,0,"Lapthisophon, Stephen M",,,,,
DANC,3342,091,15,,,,1,,,1,,,,,,0,"Owens, Misty",,,,,
FILM,3325,501,,1,2,4,2,4,1,,2,1,,,,0,"Petty, John E",,,,,
MUSI,2315,002,10,3,2,,,,,,,,,,1,1,"Wilder, James E",,,,,
MUSI,2317,003,4,5,3,3,,,,,,,,,1,1,"Parsoneault, Catherine",,,,,
MUSI,2319,001,2,11,,,,,,1,,,,1,1,1,"Durbin, Kelly",,,,,
MUSI,2319,002,3,7,1,2,3,,,,,,,,,1,"Durbin, Kelly",,,,,
RHET,1302,020,1,3,4,4,2,1,1,,,,,,1,0,"Sinckler, Robin",,,,,
RHET,1302,0H4,,4,1,2,2,2,3,1,,,,,1,1,"Hamilton, Cristen",,,,,
SPAN,2311,002,6,2,2,2,3,1,,,1,,,,,0,"Malouf, Maria",,,,,
SPAN,3330,001,11,4,1,,,1,,,,,,,,0,"Camacho-Guardado, Lorena",,,,,
SPAN,3365,001,4,4,5,1,2,,,,,,,,,1,"Camacho-Guardado, Lorena",,,,,
ATCM,1100,003,13,2,,1,1,,,,,,,,,0,"Scott, Andrew F","Gutierrez, Alejandra","Henderson, Kelley A",,,
ATCM,4365,001,,6,3,2,1,,1,2,,,,,1,1,"Christopher, Timothy V",,,,,
COMD,6307,001,,16,,,1,,,,,,,,,0,"Maguire, Mandy",,,,,
COMD,6V09,001,,17,,,,,,,,,,,,0,"Aldridge, Michelle A",,,,,
HCS,6343,001,,8,4,2,2,,,,,,,,,1,"Rodriguez, Christa M",,,,,
HDCD,6312,001,,8,4,3,2,,,,,,,,,0,"Ewing, Donna M",,,,,
PSY,3393,003,,6,1,2,5,,,,,,1,,1,1,"Kakhnovets, Regina","Stouffer, Kari K",,,,
SPAU,4386,001,,5,3,1,,3,,3,,,,1,1,0,"Drew, Linda M",,,,,
BMEN,1208,001,4,2,,3,2,2,1,2,,,1,,,0,"Ardestani Khoubrouy, Soudeh","Jones, Rachel F",,,,
BMEN,4370,001,4,4,1,,,3,2,1,,,1,,1,0,"Fei, Baowei","Tai, Haowei",,,,
CE,3301,002,2,,,,4,,3,3,,,1,,4,0,"Fahimi, Babak","Liang, Jingchen",,,,
CE,3354,004,,6,2,3,4,1,1,,,,,,,0,"Cankaya, Ebru C","Maweu, Barbara M",,,,
CS,4141,114,12,5,,,,,,,,,,,,0,"Becker, Eric W","Shah, Trusit Sandipbhai","Fan, Zhenbao",,,
EE,4389,001,3,5,4,3,2,,,,,,,,,0,"Tacca, Marco","Zhang, Yunjie",,,,
EEPE,6354,001,,11,1,1,4,,,,,,,,,0,"Akin, Bilal","Vankayalapati, Bhanu Teja",,,,
EESC,6390,001,,7,3,4,2,1,,,,,,,,0,"Torlak, Murat","Noor Shoudha, Shamman",,,,
MECH,4110,101,5,4,2,,4,,,1,,,,,1,0,"Koeln, Justin P","Jafarzadeh, Mohsen",,,,
MECH,6300,001,,3,5,2,5,2,,,,,,,,0,"Yurkovich, Stephen","Manickam, Anandha Natarajan",,,,
SYSM,6301,501,,12,4,,,,,,,,,,1,0,"Reynolds, Samuel E",,,,,
SYSM,6305,SS1,,11,3,1,,,,,,,,,,2,"Kapoor, Bhanu",,,,,
ECON,7309,001,,9,2,2,4,,,,,,,,,0,"Li, Dong","Choi, Soohyun",,,,
ENVR,2302,001,1,3,2,2,5,2,2,,,,,,,0,"Cummings, Anthony R","Liau, Yan-Ting",,,,
ED,3340,501,2,1,,3,3,5,1,2,,,,,,0,"Haun, Julia T",,,,,
ED,4343,001,13,2,,1,,,,,,,,,1,0,"Hennessy, Emily T",,,,,
ED,4351,501,7,8,1,,,,,,,,,,1,0,"Davis, Renee",,,,,
BUAN,6346,0W1,,12,4,,1,,,,,,,,,0,"Perez, Jerry","Aarya, Aarya",,,,
ENTP,6380,501,,2,8,4,1,1,,,,,,,,1,"Nichols, Paul M",,,,,
FIN,6252,GH1,,4,6,7,,,,,,,,,,0,"Sachdeva, Deepak",,,,,
FIN,6364,501,,3,11,3,,,,,,,,,,0,"Zhang, Huibing",,,,,
IMS,6354,GH1,,7,9,1,,,,,,,,,,0,"Albrecht, Maria",,,,,
MIS,6319,0W1,,7,,,8,,,2,,,,,,0,"Thompson, Luell O","Dutta, Snehasis",,,,
MIS,6323,501,,9,5,3,,,,,,,,,,0,"Tang, Shaojie","Tran, Quan T",,,,
MIS,6324,002,,6,6,3,2,,,,,,,,,0,"Zhang, Zhe","Natarajan, Bharath Kumar",,,,
OPRE,6302,AW1,,5,10,2,,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,
OPRE,6302,GH1,,5,8,4,,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,
SYSM,6319,SS1,,3,,8,1,1,1,1,,,,,1,1,"Lewin, Peter",,,,,
CHEM,6361,501,,10,1,2,2,1,,,,,,,,1,"Meloni, Gabriele",,,,,
GEOS,1103,101,2,3,4,,2,2,,2,1,,,,,1,"Griffin, William R",,,,,
MATH,3323,001,2,4,,,2,,2,2,,,1,,2,2,"Stanford, Paul H",,,,,
NATS,3341,002,4,2,4,2,1,,,,,,,,3,1,"Dingrando, Laurel P","Yue, Lok Yiu","Bakhtiary, Farnaz",,,
CRWT,4307,001,4,12,,,,,,,,,,,,0,"Martinez, Manuel L",,,,,
MUSI,2317,001,,10,2,1,1,1,,1,,,,,1,0,"Medrick, Mary A",,,,,
RHET,1302,034,2,2,1,,4,2,2,1,,,,,3,0,"Crawford, Rachel",,,,,
CE,3320,501,6,3,,2,2,,,1,1,,,,2,0,"Cogan, Diana L","Wang, Zi","Wang, Yifan",,,
MATH,6315,501,,3,5,3,,2,2,1,,,,,,0,"Coskunuzer, Baris",,,,,
HUHI,6395,001,,12,3,1,,,,,,,,,,0,"Bambach, Charles",,,,,
PSY,3393,006,3,2,1,1,5,2,1,1,,,,,1,0,"Basak, Chandramallika","Lung, Tzu-Chen",,,,
MUSI,2315,001,,14,3,,,,,,,,,,,0,"Hodan, Daniel M",,,,,
ARTS,1316,002,6,6,2,1,2,,,,,,,,1,0,"Reyes, Marcela",,,,,
ARTS,2316,001,,1,13,,,4,,,,,,,,0,"Ligon, Peter A",,,,,
ARTS,2350,001,4,3,2,1,2,,1,,1,,,,2,2,"Copeland, Colette",,,,,
ARTS,2380,001,2,12,1,2,1,,,,,,,,,0,"Egan, Trey T",,,,,
ARTS,3340,001,4,10,1,,,,,,3,,,,,0,"Brown-Pearn, Spencer S",,,,,
ARTS,3367,501,10,2,5,1,,,,,,,,,,0,"Miranda, Jeffrey",,,,,
ARTS,3372,001,,12,3,2,,,,,,,,,1,0,"Loving, Emily",,,,,
CHIN,1311,001,10,3,1,1,1,,1,,,,,1,,0,"Chen, Bei",,,,,
FREN,1311,001,,15,,,1,,,1,,,,,1,0,"Fettouh, Maha K",,,,,
HIST,4359,001,7,3,3,2,1,1,1,,,,,,,0,"Valente, Sarah d","Gonzalez Corona, Pedro Jose",,,,
HUSL,6310,001,,8,8,1,,1,,,,,,,,0,"Barnes, Ashley",,,,,
PHIL,3321,001,2,11,,,1,3,,,,,,,,1,"Davies, Katherine",,,,,
RHET,1302,009,,3,5,5,3,,,,,,,1,1,0,"Balasa, Alexandra",,,,,
RHET,1302,010,,7,3,5,1,1,,,,,,,,1,"Hasan, Syeda Nadia",,,,,
RHET,1302,011,1,8,5,3,,,,,,,,,1,0,"Aljararwa, Rasha",,,,,
RHET,1302,022,7,8,3,,,,,,,,,,,0,"Wright, Adam M",,,,,
RHET,1302,036,5,8,4,,,1,,,,,,,,0,"Field, Amanda C",,,,,
RHET,1302,045,6,3,2,,4,,,,1,,1,,1,0,"Murphy, Trisha",,,,,
RHET,1302,0H1,3,10,1,,,1,,,,1,,,2,0,"Riley, Kristin N",,,,,
SPAN,2311,001,3,5,6,1,,1,1,,1,,,,,0,"Malouf, Maria",,,,,
SPAN,2312,001,1,5,3,2,3,1,,,2,,,,,1,"Malouf, Maria",,,,,
VPAS,3340,002,,9,1,,1,3,1,1,,,,,2,0,"Goode, Dianne H",,,,,
ATCM,4319,002,,18,,,,,,,,,,,,0,"McComber, Sean",,,,,
ATCM,4330,001,,3,2,,4,3,1,,,,1,,3,1,"Burrough, Xtine",,,,,
ATCM,4365,002,,4,5,2,1,2,,,2,,,,,2,"Christopher, Timothy V",,,,,
ATCM,4397,003,10,1,2,,,,,2,1,,,,2,0,"Salter, Monika",,,,,
COMD,7301,001,,18,,,,,,,,,,,,0,"Dean, Lucinda L",,,,,
PSY,3100,501,14,2,1,1,,,,,,,,,,0,"Choate, Michael J",,,,,
PSY,3362,501,,8,,,6,,,3,,,,,1,0,"Grant, Meridith G","Zhao, Yuguang",,,,
BMEN,3120,104,4,5,1,3,,3,,,,,,,,2,"Ali, Tariq M","Ramasamy, Mohanraj","Sanjuan Bermudez, Angelica",,,
BMEN,6365,001,,17,,,1,,,,,,,,,0,"Hoyt, Kenneth L","Jahanandish, Mohammadhassan","Ozdemir, Ipek",,,
CE,2305,503,1,2,2,1,3,1,1,1,2,1,,1,,2,"Farage, Timothy P","Wang, Guanghua","Mathur, Meghna",,,
CS,3149,001,4,4,2,,3,,1,1,,,,,1,2,"Page, Ivor",,,,,
CS,5333,002,,5,,2,3,2,3,1,,,,,2,0,"Desmedt, Yvo G",,,,,
CS,6359,002,,3,,5,9,,,,,,,,1,0,"Nouroz Borazjany, Mehra","Patterson, Zach J",,,,
CS,6390,001,,5,3,,7,2,,1,,,,,,0,"Sarac, Kamil","Samiei, Aliehsan",,,,
ECS,3390,001,,1,10,2,2,,,1,,,,,2,0,"Crowder, Wade A",,,,,
ECS,3390,007,,9,6,1,,1,,1,,,,,,0,"Glauser, Janece B",,,,,
ECS,3390,016,1,7,3,2,1,1,,,,,,,3,0,"Montgomery, Christina",,,,,
ECS,3390,0H4,2,6,4,1,1,2,,1,,,,,1,0,"Hartmann, Jonathan",,,,,
ECS,3390,0H7,5,8,2,,2,,,,,1,,,,0,"Schlobohm, Maribeth L",,,,,
ECS,3390,0H9,2,13,,1,2,,,,,,,,,0,"Johnson, Janet L",,,,,
ECS,3390,5H2,,,,2,4,7,,2,2,,,,1,0,"Libby, Lee L",,,,,
ECS,3390,5H6,1,12,2,,2,,,,,,,,,1,"Scally, Deborah A",,,,,
EE,4304,001,2,5,,,2,3,2,2,,,,,1,1,"Makris, Georgios","Zhang, Yunjie",,,,
MECH,6370,001,,7,2,1,2,3,,1,,,,,1,1,"Anderson, William C",,,,,
SE,3340,502,,3,2,1,2,3,1,2,4,,,,,0,"Mazidi, Karen J",,,,,
ECON,5321,001,,5,2,2,2,2,,3,,,,,,2,"Hedlund, Jonas","Zhang, Jinglun",,,,
AMS,2390,002,3,4,4,5,1,1,,,,,,,,0,"Naqvi, Syed K",,,,,
ED,4344,501,,1,1,7,7,1,1,,,,,,,0,"Huisman, Ingrid",,,,,
ED,4372,5H2,7,5,1,1,,1,,,,1,,,1,1,"Christensen, Rhonda",,,,,
ACCT,6320,0W1,,4,5,2,2,2,1,1,,,,,1,0,"Cavusoglu, Huseyin","Jayaraman, Jayanth",,,,
ACCT,6321,SS1,,4,5,4,3,2,,,,,,,,0,"Scott, James A","Sanghi, Ruchira",,,,
ACCT,6330,SS1,,7,,,7,3,,1,,,,,,0,"Zhang, Yuan","Hoang, Quynh M",,,,
ACCT,6350,SS1,,13,1,1,2,,1,,,,,,,0,"Gamino, John P",,,,,
BCOM,3100,002,6,1,1,4,,2,,1,1,1,,,1,0,"Bruce, Elizabeth J",,,,,
BUAN,6356,004,,8,4,3,2,1,,,,,,,,0,"Sohaee, Nassim","Radmehr, Payam",,,,
FIN,4310,001,3,1,3,3,1,1,1,,2,,,3,,0,"Meier, Jean-Marie","Smith, Jake A",,,,
FIN,4331,001,,3,3,3,2,3,1,2,,1,,,,0,"Richardson, Debra L",,,,,
MIS,6316,0W1,,5,4,2,2,3,1,,,,,,,1,"Menon, Syam","Mishra, Sailendra P",,,,
MKT,6353,001,,7,,,6,3,,1,,,,,,1,"Kumar, Nanda","Kasaian, Keyvan",,,,
OPRE,6370,001,,5,3,5,4,1,,,,,,,,0,"Frazelle, Andrew E","Mobini Dehkordi, Zahra",,,,
ACTS,4309,001,2,2,1,1,4,2,,1,1,,,1,2,1,"Humphreys, Natalia A",,,,,
BIOL,3320,001,5,5,1,2,,1,1,1,,,1,,,1,"Hajeri, Vinita",,,,,
BIOL,4380,304,4,7,2,,2,,,2,,,,,,1,"Sadat, Eva","Natarajan, Vidya",,,,
CHEM,2401,003,2,2,3,,2,1,,1,1,,2,1,2,1,"Sra, Amandeep K","Remy, Ashele K",,,,
CHEM,3362,001,2,3,1,4,2,2,,,1,,1,,2,0,"Candas, Mehmet","Soladogun, Adedamola S","Moni, Shah Otoshi","Kolluri, Gayatri",,
