Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
MECH,4381,007,,3,8,2,2,,,,,,,,,,"Hart, Robert A","Gravell, Jamie D","Wilt, James C",,,
MECH,4381,008,,5,2,2,6,,,,,,,,,,"Hart, Robert A","Gravell, Jamie D","Wilt, James C",,,
MECH,4381,009,,6,3,2,3,1,,,,,,,,,"Hart, Robert A","Gravell, Jamie D","Wilt, James C",,,
MECH,4381,010,,1,6,4,3,1,,,,,,,,,"Hart, Robert A","Gravell, Jamie D",,,,
MSEN,6325,001,,5,4,4,2,,,,,,,,,,"VanDenberghe, William","Van de Put, Maarten L",,,,
EPPS,6316,501,,3,7,1,3,1,,,,,,,,,"Harrington, James",,,,,
ED,4363,501,1,8,1,2,2,,,,,,,,1,,"Ross, Alyssa N",,,,,
HONS,3104,HN1,3,9,3,,,,,,,,,,,,"Dow, Douglas C",,,,,
HONS,3199,HN3,,10,3,1,,1,,,,,,,,,"Towner, Theresa",,,,,
HONS,3199,HN9,10,3,1,,1,,,,,,,,,,"Brunell, Valerie A",,,,,
BA,4V00,003,3,2,6,1,,,2,1,,,,,,,"Rader, Susan H",,,,,
BPS,6310,PS1,,8,,3,4,,,,,,,,,,"Chasteen, Larry H",,,,,
HMGT,6332,CH1,,5,7,1,1,,,1,,,,,,,"Ramanathan, Kannan",,,,,
MKT,6301,PS1,,15,,,,,,,,,,,,,"Munch, James",,,,,
OB,6152,XS1,,13,,,2,,,,,,,,,,"Hicks, Robert",,,,,
CHEM,5314,001,,6,4,1,4,,,,,,,,,,"Nielsen, Steven",,,,,
NATS,4341,001,,5,6,,2,,1,1,,,,,,,"Donaldson, Katherine E","York, Megan",,,,
HUHI,6327,001,,10,3,,,,,,,,,,,,"Roemer, Nils H",,,,,
HUAS,6339,001,,16,,,,,,,,,,,,,"Pomara, John",,,,,
ATCM,3309,001,,2,7,3,2,1,1,,,,,,,,"Fechter, Todd A",,,,,
BMEN,4110,103,7,5,,,,,,,2,,,,2,,"Ardestani Khoubrouy, Soudeh","Jang, Jaein",,,,
GEOG,2302,001,1,2,1,,4,4,,3,,,,,1,,"Cummings, Anthony R","Liau, Yan-Ting",,,,
ED,3315,001,,8,5,1,2,,,,,,,,,,"Leek, Patricia A",,,,,
ED,3345,501,,7,4,2,1,1,,,,,,,1,,"McNulty, Angela B",,,,,
HONS,3199,HN8,,16,,,,,,,,,,,,,"Kratz, Dennis M",,,,,
NSC,3344,001,,1,1,1,1,4,,2,2,1,,1,2,,"Powers, Katharine A","Evans, Delaney L",,,,
NSC,4353,101,,3,6,4,2,1,,,,,,,,,"Sultana, Rukhsana","Wangzhou, Andi",,,,
PSY,2301,004,1,5,2,2,1,1,,1,1,,,1,1,,"Schwark, Gayle","Gonen, Chen",,,,
PA,3310,001,,13,1,2,,,,,,,,,,,"McCaskill, John R","Yadav, Chaitanya",,,,
ED,4358,0W2,,4,1,,,,4,2,2,,1,,2,,"Root, Alexey",,,,,
OPRE,6271,PS1,,14,1,1,,,,,,,,,,,"Szot, James","Hicks, Jeffrey N","Chasteen, Larry H",,,
OPRE,6372,PS1,,4,5,2,2,2,1,,,,,,,,"Szot, James","Hefley, William E","Reichert, Carolyn A","Katz, Lothar","Turner, Gerald A","LeBoeuf, Nicole T"
CS,6332,001,,4,6,2,1,1,,1,,,,,1,,"Yang, Wei","Fisher, Dakota J",,,,
PA,6320,0W1,,13,,1,1,,,,,,,,1,,"Sabharwal, Meghna",,,,,
PHYS,5315,001,,15,,,1,,,,,,,,,,"Lary, David J","Zewdie, Gebreabkidanu",,,,
PHIL,4308,001,,1,3,3,2,3,1,1,,,,,2,,"Park, Peter K",,,,,
SPAU,4386,001,3,3,7,1,2,,,,,,,,,,"Drew, Linda M",,,,,
BMEN,6366,001,,15,,,1,,,,,,,,,,"Sirsi, Shashank R",,,,,
OPRE,6302,501,,9,3,1,3,,,,,,,,,,"ye, Shengqi","Manchiraju, Chandrasekhar Seetharama",,,,
OPRE,6369,0W1,,10,,,6,,,,,,,,,,"Deluke, Eugene","Gaglani, Kajal M",,,,
HIST,3327,501,1,,3,,4,1,4,2,,,,,1,,"Dennis, Patrick W",,,,,
MIS,6334,0W1,,2,4,3,2,4,,1,,,,,,,"Zheng, Zhiqiang","Bao, Chenzhang",,,,
THEA,3372,501,9,7,,,,,,,,,,,,,"Lingo, Kathy A",,,,,
ATCM,4397,001,,5,5,4,1,,1,,,,,,,,"Nielsen, Christina R",,,,,
ATCM,4397,003,2,,1,1,5,5,1,1,,,,,,,"Boyd, Elizabeth",,,,,
AUD,7240,501,,15,,1,,,,,,,,,,,"Griffiths, Scott K",,,,,
NSC,4353,104,,2,8,2,4,,,,,,,,,,"Sultana, Rukhsana","dos Santos, Natalia Lucia",,,,
BMEN,1100,106,5,5,2,1,1,,1,1,,,,,,,"Myers, Kathleen","Li, Shichang","Qin, Zhiyang",,,
BMEN,4110,102,5,1,,,2,3,2,1,1,,1,,,,"Ardestani Khoubrouy, Soudeh","Jang, Jaein",,,,
CE,3302,501,4,3,,3,1,,1,2,1,,1,,,,"Ardestani Khoubrouy, Soudeh","Chandra Shekar, Ram Charan M",,,,
CE,3354,004,,5,2,3,2,1,1,2,,,,,,,"Cankaya, Ebru C","Ashtiani, Omeed E",,,,
EE,3111,104,3,10,1,,1,,,,1,,,,,,"Lee, Gil S","Chen, Chen",,,,
EE,4388,003,,10,3,1,1,,,,1,,,,,,"Skinner, Neal G",,,,,
GOVT,2107,0W1,1,3,2,1,2,,1,2,1,,,,3,,"Larue, Patrick",,,,,
ED,4343,001,13,1,1,,,,,,,,,,1,,"Hennessy, Emily T",,,,,
HONS,3199,HN5,,15,1,,,,,,,,,,,,"Piquero, Alexis M",,,,,
FERM,6321,FS1,,4,6,4,2,,,,,,,,,,"Ma, Liping",,,,,
FERM,6333,FS1,,10,2,2,1,,,1,,,,,,,"Selender, Arthur",,,,,
FERM,6V99,FS2,,3,9,,4,,,,,,,,,,"Kieschnick, Robert L",,,,,
FERM,6V99,FS3,,12,,,4,,,,,,,,,,"Kieschnick, Robert L",,,,,
STAT,6341,501,,16,,,,,,,,,,,,,"Ammann, Larry",,,,,
CS,6352,001,,4,3,3,4,,,,,,,,,,"Jue, Jason","Gour, Riti",,,,
CHIN,1312,001,5,3,1,,2,3,,1,,,,,1,,"Chen, Bei",,,,,
PSCI,6311,501,,5,6,2,2,,,,,,,,1,,"Miller, Banks",,,,,
ISIS,4303,001,,4,1,4,3,2,1,,,,,,1,,"Werhnyak, Larissa",,,,,
SPAU,4395,501,1,3,3,3,5,,,1,,,,,,,"Thibodeau, Linda K",,,,,
CRWT,3307,001,2,12,2,,,,,,,,,,,,"Norman, Susan M",,,,,
HCS,7320,001,,12,4,,,,,,,,,,,,"Abdi, Herve","Yu, Ju-Chi",,,,
COMM,3351,001,,,5,1,3,3,1,,1,,2,,1,,"Baker, Barbara L",,,,,
BMEN,4320,001,4,2,1,3,1,3,,1,,,1,,1,,"Polley, Arup","Peak, Kara",,,,
BMEN,6345,001,,9,,6,2,,,,,,,,,,"Schmidtke, David W",,,,,
EE,3101,103,,10,2,1,,1,2,,,,,,1,,"Friedman, Joseph S","Thakur, Sneha","Li, Chen","Nahar, Lubaba M",,
EE,4363,001,,3,4,9,,1,,,,,,,,,"Gohil, Ghanshyamsinh","Nguyen, Van Thuan",,,,
MECH,6V29,001,,9,2,4,1,,,1,,,,,,,"Li, Yaoyu",,,,,
SE,6329,001,,16,1,,,,,,,,,,,,"Nguyen, Tien N","Li, Xuelin",,,,
PSCI,4396,HN2,,7,6,,4,,,,,,,,,,"Diehl, Paul","Gallegos, Yahve",,,,
ED,4357,001,,2,,,2,1,1,8,,,2,,1,,"Chandler, Candice",,,,,
MECO,6318,501,,9,5,2,1,,,,,,,,,,"Sibley, Daniel C",,,,,
MATH,6319,501,,13,3,1,,,,,,,,,,,"Ramakrishna, Viswanath",,,,,
ARTS,3363,001,,13,1,1,,1,,,,,,,1,,"Tady, Lorraine T",,,,,
ARTS,3382,001,,13,,2,1,,,,,,,,1,,"Tady, Lorraine T",,,,,
HIST,4360,001,1,6,6,1,2,,,,,,,,1,,"Klimchock, Carolee",,,,,
SPAN,1311,002,,8,3,1,1,1,1,,,,,,2,,"Lambert, Thomas M",,,,,
BMEN,6321,001,,7,4,,5,1,,,,,,,,,"Ware, Taylor H",,,,,
CS,4141,111,15,2,,,,,,,,,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,
CS,6328,001,,17,,,,,,,,,,,,,"Fishwick, Paul",,,,,
EEDG,7V81,501,,,7,3,1,4,2,,,,,,,,"Carrion Schaefer, Benjamin",,,,,
SE,4347,001,2,2,1,2,3,2,,1,2,,1,,1,,"Christiansen, Michael G","Basu, Kinjal",,,,
OPRE,6370,501,,14,2,,1,,,,,,,,,,"Sabri, Ehap H","Garg, Harsh",,,,
GEOS,1103,102,,4,2,2,2,3,1,,,,1,,2,,"Griffin, William R",,,,,
ARTS,2316,001,1,,9,2,1,1,1,,,,,,2,,"Ligon, Peter A",,,,,
ARTS,2350,001,6,,1,2,2,2,2,1,,1,,,,,"Copeland, Colette",,,,,
ENTP,6375,0W1,,10,4,2,,,,,,,,,1,,"Bochsler, Daniel C",,,,,
ITSS,4390,002,,4,7,4,2,,,,,,,,,,"Owens, Dawn M","Krishnan, Arathy",,,,
OPRE,6367,002,,17,,,,,,,,,,,,,"Parks, David","Seripalli, Dilip Kumar",,,,
ARTS,3379,501,,12,,,3,,1,1,,,,,,,"Polite, Giraud",,,,,
SPAN,2311,001,6,6,2,,2,,1,,,,,,,,"Camacho-Guardado, Lorena",,,,,
FIN,6322,001,,7,5,3,1,1,,,,,,,,,"DeCourcy, George A",,,,,
CRWT,4307,001,,15,1,1,,,,,,,,,,,"Martinez, Manuel L",,,,,
CE,3311,001,1,,1,1,4,3,3,2,,1,,,1,,Kenneth,"Hosseini Pouya, Sayed Behnam",,,,
PA,6321,501,,12,,,5,,,,,,,,,,"Benavides, Teodoro J",,,,,
ISIS,4V89,501,,4,6,3,3,,,,1,,,,,,"Pogue, Neall W",,,,,
IMS,4V94,001,1,4,3,3,2,2,,1,1,,,,,,"Zydorek, Hubert","Mullen, Steve",,,,
OPRE,7051,001,,,,,,,,,,,,,,,"Sethi, Suresh",,,,,
COMD,7V89,001,,6,8,,,,,,,,,,,,"Rackley, Audette M",,,,,
MUSI,2317,003,,10,,,6,,,,,,,,,,"Parsoneault, Catherine",,,,,
PSCI,6309,501,,10,3,1,2,,,,,,,,,,"Peinhardt, Clint W",,,,,
MECH,6335,001,,4,4,3,4,1,,1,,,,,,,"Stecke, Kathryn","Lee, Chungseung",,,,
EEDG,6302,301,,2,2,6,3,1,2,1,,,,,,,"Bennett, Terrell R","Wang, Xianan","Birjandtalab Golkhatm, Javad",,,
GISC,2305,001,3,4,3,2,2,1,,1,,,,,1,,"Dell, Brent",,,,,
RMIS,4334,501,5,,1,1,2,2,1,,1,,,3,1,,"Kaplan, Larry S",,,,,
ARTS,1316,001,4,10,4,,,,,,,,,,,,"Min, Inki A",,,,,
ARTS,1316,004,,3,12,1,1,,1,,,,,,,,"Mazurek, Michael R",,,,,
ARTS,1316,007,,5,7,3,,,,1,1,,,,1,,"Carter, Rebecca S",,,,,
ARTS,3340,002,4,14,,,,,,,,,,,,,"Brown-Pearn, Spencer S",,,,,
ARTS,3375,001,5,6,1,2,3,,,,,,,,1,,"Curry, Val",,,,,
MUSI,2319,002,4,10,1,,,1,1,,,,1,,,,"Durbin, Kelly",,,,,
SPAN,2312,001,3,5,6,2,1,,,,1,,,,,,"Camacho-Guardado, Lorena",,,,,
ATCM,4306,001,,1,3,2,5,3,1,1,1,,,1,,,"Boyd, Elizabeth",,,,,
PSY,3362,501,,6,,,8,,,3,,,,,1,,"Grant, Meridith G","Han, Liang",,,,
PSY,3393,005,1,5,1,2,3,3,2,,,,,,1,,"Basak, Chandramallika","Smith, Evan",,,,
BMEN,1100,101,2,4,3,1,2,3,1,1,1,,,,,,"Myers, Kathleen","Jha, Sauraj",,,,
BMEN,1100,107,2,4,8,1,,2,1,,,,,,,,"Meyer, Clark A","Mosur Saravana Murthy, Lakshmi Narayanan",,,,
BMEN,1208,001,,2,1,5,4,2,1,1,,1,,,1,,"Meyer, Clark A","Li, Shichang","Qin, Zhiyang",,,
ECS,3390,503,1,3,5,5,3,,,1,,,,,,,"Nichols, Allene R",,,,,
ECS,3390,505,,4,4,1,2,2,1,1,,1,1,,1,,"Mohsene, Laura L",,,,,
EE,3150,104,,5,2,,2,3,,5,1,,,,,,"Kiasaleh, Kamran","Taherkhani, Nima",,,,
MECH,3115,101,6,9,,,3,,,,,,,,,,"Ouyang, Hui","Najafi, Behzad",,,,
SE,6362,001,,3,5,8,1,1,,,,,,,,,"Chung, Lawrence",,,,,
PA,3333,001,,2,3,6,1,1,2,1,,,,1,1,,"Cohen, Galia",,,,,
MKT,6341,501,,12,,1,3,2,,,,,,,,,"Edsel, Alexander D","Subramanian, Thyagarajan",,,,
MKT,6350,501,,3,10,2,2,1,,,,,,,,,"Rao, Ram C","Qian, Kun",,,,
BIOL,5375,001,,7,1,3,4,1,1,,,,,,1,,"Liu, Li","Pan, Jing",,,,
CHEM,1111,142,8,4,1,1,,,1,,,,,,3,,"Hashami, Zohreh","Pope, Mitchell A",,,,
HUAS,6310,001,,11,4,1,,,,,,,,,2,,"McLean, Adrienne L",,,,,
MUSI,2319,001,1,10,2,1,,2,,,,1,,,1,,"Durbin, Kelly",,,,,
RHET,1302,001,,2,6,2,2,2,1,,1,,,,2,,"Jimenez, Jose",,,,,
ATCM,3356,501,12,1,4,,,,,,,,,,1,,"Scott, Andrew F",,,,,
PSY,4359,501,3,3,,,11,,,1,,,,,,,"Rypma, Bart P","Himes, Lyndahl M",,,,
CE,6325,001,,3,3,7,3,,2,,,,,,,,"Sechen, Carl","Xu, Xiangyu","Hu, Bo",,,
ECS,3390,0H2,6,7,2,,,2,,,1,,,,,,"Schlobohm, Maribeth L",,,,,
MKT,4332,001,3,,4,1,2,4,1,1,2,,,,,,"Amirpour, Semiramis",,,,,
MUSI,2317,001,1,13,,,1,2,,,,,1,,,,"Medrick, Mary A",,,,,
ECS,3390,0H7,,14,2,1,,,,,1,,,,,,"Hernandez-Katz, Melissa M",,,,,
MUSI,2113,501,,17,,,,,,,,,,,1,,"Gerard, Lori A",,,,,
BMEN,6351,001,,15,3,,,,,,,,,,,,"Prasad, Shalini",,,,,
CS,4141,104,9,5,3,,,,,,1,,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,
MECH,3115,104,6,8,4,,,,,,,,,,,,"Ouyang, Hui","LeClear, Johnathon D",,,,
ARTS,3367,001,,9,,1,7,,,,,,,,1,,"Lacy, Mary E",,,,,
CS,4301,002,,9,,,6,,,1,,,,,2,,"Goodrum, Richard A","Tran, Trung Hieu",,,,
FIN,6321,501,,5,1,,10,2,,,,,,,,,"Guttery, Randall","Zhao, Yabo",,,,
MKT,6337,002,,5,,8,5,,,,,,,,,,"Murthi, B P","Liao, Chenxi","Tehrani, Shervin S",,,
MKT,6301,502,,7,4,4,3,,,,,,,,,,"Rajaratnam, Daniel",,,,,
RHET,1302,028,,12,3,,2,,1,,,,,,,,"Kirk, Kristina E",,,,,
HCS,6312,002,,10,,1,3,,,3,,,,,1,,"Ackerman, Robert A","Austin, Kathryn A",,,,
BMEN,1100,104,5,3,3,2,3,,,1,1,,,,,,"Hayenga, Heather N","Chakraborty, Somdutta",,,,
BMEN,1100,108,2,3,1,2,6,1,,,,,2,,1,,"Meyer, Clark A","Shah, Sohail",,,,
BMEN,1100,109,2,8,4,2,1,1,,,,,,,,,"Meyer, Clark A","Mosur Saravana Murthy, Lakshmi Narayanan",,,,
BMEN,4V95,002,5,6,,1,,1,,2,1,,,1,1,,"Hoyt, Kenneth L",,,,,
CE,2336,006,6,1,4,2,3,1,,,,,,1,,,"Nouroz Borazjany, Mehra",,,,,
CE,4389,001,,9,2,5,,,,2,,,,,,,"Tacca, Marco",,,,,
CS,4141,113,12,3,3,,,,,,,,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,
EE,4389,001,1,13,2,2,,,,,,,,,,,"Tacca, Marco",,,,,
MECH,3115,106,,6,3,,9,,,,,,,,,,"Ouyang, Hui","LeClear, Johnathon D",,,,
GISC,6381,501,,7,3,2,2,,1,2,,,,,1,,"Chun, Yongwan","Yu, Xiaohe",,,,
ACCT,4334,PP1,,12,,,5,,,1,,,,,,,"Linsteadt, Chris C",,,,,
BPS,6310,GH1,,3,9,3,3,,,,,,,,,,"Lee, Seunghyun","Lee, Minjung",,,,
FIN,4390,501,2,9,1,2,2,1,,1,,,,,,,"Richardson, Debra L",,,,,
FIN,6252,GH1,,6,4,6,2,,,,,,,,,,"Sachdeva, Deepak",,,,,
IMS,6354,GH1,,14,,1,3,,,,,,,,,,"Rajaratnam, Daniel",,,,,
CHEM,5331,001,,3,7,4,4,,,,,,,,,,"Gassensmith, Jeremiah J",,,,,
GEOS,4320,001,1,10,5,2,,,,,,,,,,,"Zhu, Hejun","Zhang, Shuo",,,,
PHYS,2126,110,3,5,4,3,2,,,,,,,,1,,"Sun, Kuei","Kakani, Vivek M",,,,
PHYS,5301,501,,11,3,1,3,,,,,,,,,,"King, Lindsay J","Hussain, Shadhin",,,,
HCS,6302,001,,,,,,,,,,,,,,,"Stillman, Robert",,,,,
ARTS,1316,002,,5,7,4,1,,,,,,,,,,"Cochran, Kristen N",,,,,
RHET,1302,010,,3,3,3,2,,,1,3,,,,3,,"Lyons, David L",,,,,
FIN,6382,501,,6,5,6,1,,,,,,,,,,"Ma, Liping","Guo, Shujian",,,,
SPAN,3365,001,7,6,4,,,,,,,,,,1,,"Camacho-Guardado, Lorena",,,,,
LIT,3339,501,,11,6,,,,,,1,,,,,,"Hatfield, Charles D",,,,,
ENTP,4350,001,,9,,,8,,,1,,,,,,,"Shah, Rajiv","Lee, Minjung",,,,
ARTS,3341,001,,18,,,1,,,,,,,,,,"Shi, Carle",,,,,
ARTS,3366,501,9,5,4,,,1,,,,,,,,,"Miranda, Jeffrey",,,,,
ARTS,3379,001,2,8,4,2,,,,,,1,1,1,,,"Waligore, Marilyn A",,,,,
RHET,1302,007,,5,8,2,,1,,1,,,,,2,,"Ma, Ying",,,,,
RHET,1302,013,,9,,4,3,,,,1,,1,,1,,"Lyons, David L",,,,,
RHET,1302,016,1,8,3,1,2,,,,1,,,2,1,,"Barber, Philip",,,,,
CLDP,3339,001,,4,2,1,3,1,1,1,1,2,1,,2,,"Huxtable-Jester, Karen J",,,,,
CE,6304,001,,1,6,5,7,,,,,,,,,,"Carrion Schaefer, Benjamin","Zhou, Liwei",,,,
ECS,3390,001,1,1,6,4,4,1,1,,,,,,1,,"Crowder, Wade A",,,,,
ECS,3390,002,,3,7,5,1,2,1,,,,,,,,"Crowder, Wade A",,,,,
ECS,3390,003,,6,2,4,2,2,1,1,,,,,1,,"Glauser, Janece B",,,,,
ECS,3390,004,,8,2,2,4,1,,1,,,,,1,,"Mohsene, Laura L",,,,,
ECS,3390,013,1,7,4,1,2,,1,2,,,,,1,,"Moore, Lindsay E",,,,,
ECS,3390,0H3,1,3,6,2,3,1,,1,1,,1,,,,"Schlobohm, Maribeth L",,,,,
ECS,3390,0H5,,14,2,3,,,,,,,,,,,"Hernandez-Katz, Melissa M",,,,,
ECS,3390,0H6,,12,,3,,1,2,,,,1,,,,"Hernandez-Katz, Melissa M",,,,,
ECS,3390,501,,14,2,2,1,,,,,,,,,,"Coppersmith, Syd",,,,,
ECS,3390,502,1,15,1,,,1,,,1,,,,,,"Coppersmith, Syd",,,,,
ECS,3390,5H1,,3,5,4,4,2,,1,,,,,,,"Libby, Lee L",,,,,
ECS,3390,5H4,1,13,2,,2,,,1,,,,,,,"Scally, Deborah A",,,,,
EE,3150,102,,11,1,,4,1,,,,,,,2,,"Kiasaleh, Kamran","Apalak, Merve",,,,
MECH,3120,104,15,1,1,2,,,,,,,,,,,"Hassanipour, Fatemeh","Zaherisarabi, Shadi",,,,
ARTS,2350,501,,13,6,,,,,,,,,,,,"Loving, Emily",,,,,
ARTS,3377,001,1,6,4,4,1,1,1,,,,1,,,,"Waligore, Marilyn A",,,,,
CS,4141,109,16,2,,,,,,1,,,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,
ECS,3390,007,,9,2,,3,3,,,,,,1,1,,"Moore, Lindsay E",,,,,
ECS,3390,0H8,,10,3,2,3,,,,1,,,,,,"Hernandez-Katz, Melissa M",,,,,
ECS,3390,5H2,,4,6,4,2,2,,,,,1,,,,"Libby, Lee L",,,,,
ACCT,6344,001,,8,2,7,1,,,1,,,,,,,"Bowen, Richard M","Walker, Jacob N",,,,
MKT,3330,006,1,8,2,,1,2,,3,,,1,,1,,"Dover, Howard F",,,,,
CHEM,1111,148,7,4,3,1,,1,1,,,,,,2,,"Youn, Jonghae",,,,,
CHEM,2401,004,,3,2,,6,2,4,,1,,,,1,,"Pantano, Paul",,,,,
RHET,1302,030,,10,3,1,,1,,,,,1,,3,,"Snyder, Sarah E",,,,,
ECS,3390,504,6,8,2,,1,1,,1,,,,,,,"Nichols, Allene R",,,,,
MECH,3115,105,4,6,2,,7,,,,,,,,,,"Ouyang, Hui","Najafi, Behzad",,,,
MECH,3120,102,17,2,,,,,,,,,,,,,"Hassanipour, Fatemeh","Zaherisarabi, Shadi","Azarnoosh, Jamasp",,,
MECH,3120,106,10,9,,,,,,,,,,,,,"Hassanipour, Fatemeh","Jiang, Lin",,,,
MECH,3120,103,13,4,1,1,,,,,,,,,,,"Hassanipour, Fatemeh","Liu, Yaning",,,,
OPRE,6371,501,,7,2,5,4,1,,,,,,,,,"Hu, Bin","Garg, Harsh",,,,
CS,6323,001,,17,1,,1,,,,,,,,,,"Guo, Xiaohu","Wang, Yeqi",,,,
BUAN,6398,501,,5,1,2,2,1,4,4,,,,,,,"Kuo, Ching-Chung","Liu, Yueming",,,,
OPRE,3310,5E1,4,3,,3,3,,,3,,,3,,,,"Sajjadi, Reza","Khandelwal, Kumar Manglam",,,,
BUAN,6335,501,,16,3,,,,,,,,,,,,"Narayan, Ravishankar L","Shekhavat, Shivani",,,,
ARTS,3367,501,8,8,2,,,1,,,,,,,,,"Miranda, Jeffrey",,,,,
ARTS,3372,001,,12,3,2,,,1,,,1,,,,,"Loving, Emily",,,,,
CRWT,4354,501,,6,7,5,,,,,1,,,,,,"Goldberg, Paula",,,,,
HUMA,6300,001,,9,4,4,,,1,1,,,,,,,"Reynolds, Clay",,,,,
ATCM,4305,001,,2,3,1,5,5,,2,,,,,1,,"Hall, Phillip",,,,,
BMEN,1100,102,,5,3,3,5,1,,2,,,,,,,"Myers, Kathleen","Li, Shichang","Chakraborty, Somdutta",,,
BMEN,3120,103,3,5,1,2,2,1,3,1,,,,,1,,"Ali, Tariq M","Ganguly, Antra",,,,
CE,4388,001,,12,3,2,2,,,,,,,,,,"Tacca, Marco",,,,,
CE,4388,002,,11,6,,1,,,,1,,,,,,"Tacca, Marco",,,,,
CS,4141,101,15,,3,1,,,,,,,,,,,"Becker, Eric W","Adebiyi, Abdulmateen A","Shah, Trusit Sandipbhai",,,
ECS,3390,005,,10,1,,2,2,,1,,,,,3,,"Mohsene, Laura L",,,,,
ECS,3390,006,,12,3,1,1,,,,1,,,,1,,"Mohsene, Laura L",,,,,
ECS,3390,008,7,5,1,3,1,1,,,,,,,1,,"Moore, Lindsay E",,,,,
ECS,3390,0H4,5,5,3,1,2,,2,,,1,,,,,"Schlobohm, Maribeth L",,,,,
ECS,3390,0H9,,11,3,2,1,,,,1,,,,1,,"Glauser, Janece B",,,,,
ECS,3390,506,6,6,2,,3,,,,,,,,2,,"Scally, Deborah A",,,,,
ECS,3390,5H3,,11,3,2,2,,,1,,,,,,,"Scally, Deborah A",,,,,
ECS,3390,HN1,,13,3,2,1,,,,,,,,,,"Ryan, Christopher J",,,,,
SE,3340,502,,,2,1,1,4,4,3,,1,1,,2,,"Mazidi, Karen J",,,,,
SE,3341,002,1,,1,,3,2,1,,3,,1,,7,,"Whalen, Tristan G","Zhou, Qinyi",,,,
PA,6382,0W1,,9,4,5,,,,,,,,,1,,"Lee, Young-Joo",,,,,
BIOL,6355,001,,18,,,1,,,,,,,,,,"Kim, Tae Hoon",,,,,
PHYS,3411,001,2,3,3,1,6,1,2,,,,,,1,,"Macalevey, Paul J","Proctor, Matthew S","Gartstein, Yuri",,,
BIOL,3V83,PAC,,,,,,,,,,,,,,,"Gonzalez, Cristina M",,,,,
MIS,6346,501,,10,8,,,,,,,,,,,,"Henslee, Austin","Shankar, Santhosh",,,,
COMD,6378,001,,19,,,,,,,,,,,,,"Dean, Lucinda L","Sale, Felicity F",,,,
PHYS,5311,001,,5,2,7,3,,,2,,,,,,,"Kesden, Michael H","Zhang, Yichao",,,,
ACN,6395,501,,7,11,2,,,,,,,,,,,"Meltzer, Mitchell A",,,,,
CGS,3361,501,5,3,4,,6,,,2,,,,,,,"Roark, Dana A","Zhang, Ziwei",,,,
CS,4141,102,11,6,3,,,,,,,,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,
CS,4141,103,20,,,,,,,,,,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,
MIS,6319,001,,17,,,3,,,,,,,,,,"Thompson, Luell O","Pearam, Swetha S",,,,
CLDP,3394,001,,15,,,3,,,1,,,,,1,,"Grant, Meridith G",,,,,
CS,4141,105,16,2,,,,,,,,,,,2,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,
MECH,3115,103,13,4,3,,,,,,,,,,,,"Ouyang, Hui","LeClear, Johnathon D",,,,
SOC,3379,001,12,3,5,,,,,,,,,,,,"Arguelles, Ariel",,,,,
MECO,4342,001,4,11,4,1,,,,,,,,,,,"Molina, Stephen",,,,,
BIOL,3380,304,2,4,5,1,3,2,,1,1,,,,1,,"Pickett, Elizabeth A","Ebrahimzadeh Pirshahid, Tahmineh",,,,
BIOL,4380,302,,5,4,2,3,3,1,1,,,1,,,,"Borovkov, Irina G","Devaki, Bharath",,,,
ATCM,2320,001,,1,5,5,4,2,1,,,,1,,1,,"Imaoka, Laura",,,,,
CS,6301,003,,9,3,3,4,,1,,,,,,,,"Mittal, Neeraj","Dhoked, Sahil",,,,
MECH,3120,101,16,2,2,,,,,,,,,,,,"Hassanipour, Fatemeh","Liu, Yaning","Zaherisarabi, Shadi",,,
MIS,6330,501,,7,6,4,3,,,,,,,,,,"Lahiri, Atanu","Sandilya, Nimish K",,,,
ECON,6306,503,,16,3,1,,,,,,,,,,,"Grover, William C","Han, Minyu",,,,
THEA,3323,001,,5,2,3,6,1,2,,,,,1,,,"Hibbs, Shelby A",,,,,
MIS,6344,001,,6,6,4,2,2,,,,,,,,,"Singh, Harpreet","Khurana, Anmol",,,,
COMM,4375,PAC,16,2,1,1,,,,,,,,,,,"King, Carie S",,,,,
ATCM,1100,002,,9,,,8,,,1,,,2,,,,"Lester, Paul","Desai, Wajiha Y","Hallgarth, Abigail M",,,
ATCM,4376,002,,20,,,,,,,,,,,,,"Andreen, Michael T",,,,,
COMD,6307,001,,12,,,6,,,1,,,,,1,,"Van Kleeck, Anne E",,,,,
PSYC,6312,001,,9,1,,4,4,,2,,,,,,,"Juhn, Nancy H","Meldrum, Shelia","O'Connell, Margaret A",,,
