Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ATCM,3337,002,9,4,4,3,2,,3,1,,,,,2,,,,,1,"Wood, Harold G",,,,,
ATCM,3337,003,8,10,3,1,1,2,,,2,,1,,1,,,,,1,"Wood, Harold G",,,,,
ATCM,3337,501,1,2,3,1,3,1,,,,,,,3,,,,,0,"Wood, Harold G",,,,,
ATCM,3338,001,14,2,5,2,,,,,,,,,3,,,,,4,"Fechter, Todd A",,,,,
ATCM,3338,501,2,7,10,2,2,,1,,,,,1,3,,,,,2,"Price, Jeff",,,,,
ATCM,3338,502,4,5,4,6,4,5,1,,,,,,,,,,,0,"Chandler, Adam W","Price, Jeff","Fechter, Todd A","Johnson, Casey A",,
ATCM,3340,001,12,1,5,1,2,,,2,,,,,2,,,,,0,"Cox, Norman L",,,,,
ATCM,3340,002,13,,1,,,,,1,,,,,1,,,,,0,"Cox, Norman L",,,,,
ATCM,3340,003,14,2,4,3,3,,,,1,,,,2,,,,,0,"Cox, Norman L",,,,,
ATCM,3346,001,1,4,7,3,1,2,,,1,,,,1,,,,,0,"Marks, David E",,,,,
ATCM,3350,001,18,8,,,3,,,1,,,,,,,,,,0,"Trosper, Elizabeth M",,,,,
ATCM,3350,0W1,3,2,2,5,3,2,1,,3,,1,1,5,,,,,1,"Hewitt, Sharon","Nair, Vinayak",,,,
ATCM,3350,0W2,4,6,4,3,,2,1,1,,1,,1,5,,,,,1,"Hewitt, Sharon","Nair, Vinayak",,,,
ATCM,3350,501,4,2,2,,,,2,,,,,,2,,,,1,0,"Hewitt, Sharon",,,,,
ATCM,3355,001,5,4,1,2,3,,1,1,2,,,,1,,,,,2,"Scott, Andrew F","Asgharpour, Hadi",,,,
ATCM,3365,001,2,6,7,4,3,2,2,1,1,1,,,,,,,,1,"Chandler, Adam W",,,,,
ATCM,3365,002,10,10,3,2,,4,,,,,,,,,,,,1,"Christopher, Timothy V",,,,,
ATCM,3366,001,6,7,4,2,5,4,1,1,,,,,,,,,,0,"Irby, Cameron L",,,,,
ATCM,3366,002,,29,,,1,,,,,,,,,,,,,0,"Evans, Monica J",,,,,
ATCM,3367,001,1,2,9,6,1,4,,,,,,,5,,,,,2,"Chandler, Adam W",,,,,
ATCM,3367,501,20,1,2,1,,1,,1,1,,1,,,,,,,2,"Price, Jeff",,,,,
ATCM,3368,001,,7,3,,1,1,1,1,1,1,,,1,,,,,1,"Johnson, Casey A",,,,,
ATCM,3368,002,1,2,6,2,2,2,,,1,1,1,,,,,,,1,"Lim, Fengjie",,,,,
ATCM,3369,001,,28,,,1,,,,,,,,1,,,,1,0,"Evans, Monica J",,,,,
ATCM,3370,001,8,4,5,2,4,1,,,,2,,,1,,,,,0,"Lewis, Timothy M",,,,,
ATCM,3370,002,4,7,9,3,1,,1,,,,,1,2,,,,,1,"Lewis, Timothy M",,,,,
ATCM,3372,001,1,7,,3,3,1,,2,,,1,,4,,,,,0,"Fitzgerald, Harold E",,,,,
ATCM,3388,001,4,10,7,3,2,2,,1,,,,,1,,,,,0,"Fraley, James M","Del Gallo, Rinaldo",,,,
ATCM,3388,002,6,13,5,4,,2,,,,,,,,,,,,0,"Fraley, James M","Del Gallo, Rinaldo",,,,
ATCM,3388,003,4,12,6,3,1,1,2,,1,,,,,,,,,0,"Fraley, James M","Hitt, Katherine A",,,,
ATCM,3388,004,4,12,5,1,4,2,1,,,,1,,,,,,,0,"Fraley, James M","Hitt, Katherine A",,,,
ATCM,4305,001,,,4,5,4,2,2,2,,,1,,,,,,,0,"Caldwell, Bryon A",,,,,
ATCM,4308,001,,4,2,1,2,2,1,,,,,,1,,,,,0,"Farrar, Eric T",,,,,
ATCM,4309,001,,3,7,1,3,,,,,,,,,,,,,0,"McComber, Sean",,,,,
ATCM,4310,501,3,6,13,,,6,,,,1,,,1,,,,,0,"Buxkamper, Adam M",,,,,
ATCM,4313,001,,2,1,3,1,3,1,,,1,,,3,,,,,1,"Lim, Fengjie",,,,,
ATCM,4317,001,,18,,,,,,,,,,,,,,,,0,"Salter, Monika M",,,,,
ATCM,4317,002,,17,,,,,,,,,,,,,,,,0,"McCord, Peter A",,,,,
ATCM,4319,003,2,9,5,1,1,1,,,,,,,,,,,,0,"Marks, David E",,,,,
ATCM,4319,004,9,7,,,,,,,,,,,,,,,,0,"Fitzgerald, Harold E",,,,,
ATCM,4326,001,,4,5,2,3,2,3,,,,,,1,,,,,0,"Cooley, Heidi",,,,,
ATCM,4326,501,5,6,4,1,,2,1,,,,,,,,,,,1,"Rheams, David C",,,,,
ATCM,4338,001,,16,4,4,2,,1,,1,1,,,,,,,,1,"Farrar, Eric T",,,,,
ATCM,4340,001,8,7,4,4,5,2,,,,,,,,,,,,0,"MacDonald, Dale W",,,,,
ATCM,4346,001,5,1,2,2,,1,,2,,1,,,1,,,,,0,"Marks, David E",,,,,
ATCM,4350,0W1,8,4,3,4,,3,,1,2,,,,2,,,,,1,"Hewitt, Sharon",,,,,
ATCM,4350,0W2,4,2,3,2,,1,2,,,,,1,2,,,,,1,"Hewitt, Sharon",,,,,
ATCM,4365,001,8,2,1,1,1,1,,2,,,,,1,,,,,2,"Christopher, Timothy V",,,,,
ATCM,4365,002,6,2,5,1,2,1,1,,,,,,1,,,,,0,"Christopher, Timothy V",,,,,
ATCM,4367,001,2,1,5,7,2,3,3,1,,,,,3,,,,,1,"Chandler, Adam W",,,,,
ATCM,4368,001,4,6,7,3,4,4,,,,1,1,,,,,,,0,"Chandler, Adam W",,,,,
ATCM,4373,001,,3,11,2,,1,,1,,,,,,,,,,1,"Caldwell, Bryon A",,,,,
ATCM,4376,001,20,,,,,,,,,,,,,,,,,0,"Lewis, Timothy M",,,,,
ATCM,4377,001,18,,,,,,,,,,,,1,,,,,1,"Chandler, Adam W",,,,,
ATCM,4379,001,8,5,3,1,,2,,,,,,,,,,,,0,"Price, Jeff",,,,,
ATCM,4384,001,,8,,,15,,,14,,,4,,,,,,,0,"Lester, Paul","Zamaniderkani, Vajihe",,,,
ATCM,4384,002,,11,,,14,,,12,,,3,,,,,,,0,"Lester, Paul","Zamaniderkani, Vajihe",,,,
ATCM,4384,003,,9,,,23,,,9,,,3,,,,,,,1,"Lester, Paul","Zamaniderkani, Vajihe",,,,
ATCM,4397,001,5,15,,,,,,,,,,,1,,,,,0,"Trosper, Elizabeth M",,,,,
ATCM,4397,002,6,7,2,1,,,,,2,,,,,,,,,0,"Minnish, Roxanne W",,,,,
ATCM,4397,004,2,2,3,,3,1,2,1,2,,1,3,2,,,,,1,"Caldwell, Bryon A",,,,,
ATCM,6000,001,,,,,,,,,,,,,,21,,,,1,"Roemer, Nils H",,,,,
ATCM,6001,001,,,,,,,,,,,,,,13,,,,0,"Scott, Andrew F",,,,,
ATCM,6300,003,,8,7,3,1,1,,,,,,,1,,,,,1,"Cooley, Heidi",,,,,
ATCM,6305,001,,10,,,,,,,,,,,,,,,,1,"McComber, Sean",,,,,
ATCM,6336,001,,7,3,,,,,,,,,,,,,,,0,"Wu, Hong An",,,,,
ATCM,6375,001,,6,1,1,,,,,,,,,,,,,2,0,"Wu, Hong An",,,,,
AUD,6113,001,,,,,,,,,,,,,,21,,,1,0,"Cokely, Carol G",,,,,
AUD,6303,001,,7,1,1,3,2,1,,,,,,,,,,,0,"Lobarinas, Edward",,,,,
AUD,6305,0H1,,8,,2,1,4,,,,,,,,,,,,0,"Jahn, Kelly N",,,,,
AUD,6310,001,,7,4,3,1,,,,,,,,,,,,,0,"Mosley, Cornetta","Escabi, Celia D",,,,
AUD,6V20,106,,9,,,1,,,,,,,,,,,,,0,"Fowler, Stephanie L",,,,,
AUD,7253,001,,12,,1,,,,,,,,,,,,,,0,"Griffiths, Scott K","Trevino, Monica",,,,
AUD,7324,001,,4,8,,,,,,,,,,,,,,,0,"Warner-Czyz, Andrea D",,,,,
AUD,7327,001,,12,1,,,,,,,,,,,,,,,0,"Clark, Jackie L","Fowler, Stephanie L","Zang, Andie L",,,
AUD,7338,501,,6,,6,,,,,,,,,,,,,,0,"Cokely, Carol G","Jansen, Conner L",,,,
AUD,7352,001,,7,2,1,,,,,,,,,,,,,,0,"Gohmert, Andrea K",,,,,
AUD,7V82,001,,,,,,,,,,,,,,15,,,,0,"Mosley, Cornetta","Escabi, Celia D",,,,
BA,1310,001,4,6,4,14,11,6,1,,,,,,,,,,,3,"Cheung, Paul H",,,,,
BA,1310,002,1,7,2,5,18,4,3,8,1,,,1,1,,,,,0,"Zhao, Xiaodan",,,,,
BA,1320,001,,6,5,4,9,5,4,3,5,,1,,2,,,,,3,"Blueshtein, Moran","Oyima-Antseleve, Ndackyssa","Manivannan, Adithya",,,
BA,1320,002,2,4,3,6,12,4,4,6,4,,1,,2,,,,,0,"Blueshtein, Moran","Oyima-Antseleve, Ndackyssa","Manivannan, Adithya",,,
BA,1320,501,2,2,14,5,15,4,3,1,,,,,1,,,,,0,"Lewin, Peter","Kelly, Matthew L",,,,
BA,3300,001,7,4,1,1,5,4,3,7,1,2,2,2,,,,,,0,"Siegenthaler, Simon",,,,,
BA,3300,002,9,4,5,4,3,5,1,4,,,2,,2,,,,,1,"Siegenthaler, Simon",,,,,
BA,3300,003,1,2,5,2,3,10,4,4,4,2,,,1,,,,,1,"Siegenthaler, Simon",,,,,
BBSU,1100,001,12,4,3,,,1,,,,,1,1,,,,,,0,"Crabtree, Jacob D",,,,,
BBSU,1100,002,29,,1,,,,1,,1,,,,1,,,,,0,"Boynton, Catherine V",,,,,
BBSU,1100,003,33,,2,1,3,,1,2,,1,,1,,,,,,1,"Jackson, Kevin",,,,,
BBSU,1100,004,26,3,3,,3,2,,2,1,2,,1,,,,,,0,"Grimmer, Leslie A",,,,,
BBSU,1100,005,22,5,5,2,,2,,,,,,,1,,,,,0,"Berglund, Rachel",,,,,
BBSU,1100,006,32,5,2,2,,1,1,,,,,,,,,,,1,"Grimmer, Leslie A",,,,,
BBSU,1100,007,28,1,2,5,1,1,2,,1,,,,1,,,,,0,"Boynton, Catherine V","Foster, Corey",,,,
BBSU,1100,008,29,,,2,,2,,1,,,,2,2,,,,,1,"Boynton, Catherine V",,,,,
BBSU,1100,009,18,5,5,2,2,2,1,,1,,1,,2,,,,,0,"Foster, Corey",,,,,
BBSU,1100,010,14,11,5,1,2,2,1,1,,,,2,1,,,,,0,"Foster, Corey",,,,,
BBSU,1100,0L1,18,1,5,1,1,3,1,,,,1,1,,,,,,0,"Jackson, Kevin",,,,,
BBSU,1100,0L2,19,9,3,,1,,,2,,,3,,3,,,,,0,"Crabtree, Jacob D",,,,,
BCOM,1300,001,,4,14,6,7,3,,,4,,,,1,,,,,0,"Ali, Shazia",,,,,
BCOM,1300,002,,1,13,5,5,4,6,,3,1,2,1,1,,,,,0,"Harrison, Megan K",,,,,
BCOM,1300,003,,3,11,6,4,6,4,3,1,1,,1,1,,,,,1,"Fry, Jennifer L",,,,,
BCOM,1300,004,,3,14,8,3,4,3,1,2,1,,1,1,,,,,2,"Fry, Jennifer L",,,,,
BCOM,1300,005,,10,12,6,4,3,4,1,,,,,,,,,,0,"Walton, Michaella",,,,,
BCOM,1300,006,,12,4,3,6,6,1,3,1,1,,,2,,,,,0,"Walton, Michaella",,,,,
BCOM,1300,007,,6,16,8,6,3,,1,1,,,,,,,,1,0,"Harrison, Megan K",,,,,
BCOM,1300,008,2,3,12,4,7,7,1,1,,1,,2,2,,,,,1,"McCrady, Victoria D","Hickey, John C",,,,
BCOM,1300,009,1,3,13,4,5,9,2,2,1,1,,,2,,,,,0,"Moore, Sarah E","Pachl, Alanna R",,,,
BCOM,1300,010,,2,13,10,9,7,1,,,,,,1,,,,,0,"Moore, Sarah E","Pachl, Alanna R",,,,
BCOM,1300,011,4,8,13,5,2,2,,1,2,,1,1,,,,,,1,"Stewart, Julie","Hickey, John C",,,,
BCOM,1300,012,1,8,9,9,6,4,1,1,,,,,1,,,,,0,"Stewart, Julie","Hickey, John C",,,,
BCOM,1300,013,1,8,8,10,5,3,,1,1,,,,3,,,,,0,"Stewart, Julie","Hickey, John C",,,,
BCOM,1300,014,,10,,2,16,,,4,,,,,9,,,,,1,"Henderson, Tom",,,,,
BCOM,1300,015,,5,7,7,8,6,1,3,2,,,,1,,,,,0,"Stewart, Julie","Hickey, John C",,,,
BCOM,1300,016,1,6,7,4,7,5,2,2,2,,,,3,,,,,1,"Stewart, Julie","Hickey, John C",,,,
BCOM,1300,017,1,1,14,4,7,1,1,2,1,,1,,7,,,,,0,"Postolos, Christine",,,,,
BCOM,1300,018,,1,5,6,9,5,7,4,1,,,1,1,,,,,0,"Herman, Emily",,,,,
BCOM,1300,0L1,1,1,7,2,3,3,1,2,1,,,,,,,,,0,"McCrady, Victoria D","Hickey, John C",,,,
BCOM,1300,0L2,1,1,14,10,6,3,,,2,,,,1,,,,,1,"McCrady, Victoria D","Hickey, John C",,,,
BCOM,1300,0L3,,9,3,3,4,2,4,,,,,,1,,,,,0,"McCrady, Victoria D","Hickey, John C",,,,
BCOM,1300,501,,6,5,5,9,5,4,1,,,,,2,,,,,2,"Alvarez, Manolo",,,,,
BCOM,1300,502,,,5,9,4,5,8,2,2,3,,,6,,,,,0,"Steadham, Kyle S",,,,,
BCOM,1300,503,,3,6,7,6,5,2,7,2,1,,,1,,,,,0,"Alvarez, Manolo",,,,,
BCOM,1300,504,,,1,2,6,5,7,5,2,2,1,,5,,,,,1,"Prudhomme-Coleman, Michelle",,,,,
BCOM,3300,001,,11,13,3,1,7,1,,,,1,1,1,,,,,1,"Smallwood, Margaret G","Agnihotri, Ajinkya A",,,,
BCOM,3300,002,3,10,8,7,2,4,1,2,1,,,,,,,,,0,"Jacobson Jordan, Tatia",,,,,
BCOM,3300,003,,,8,16,4,2,1,1,,,1,,3,,,,,2,"Godbey, William R",,,,,
BCOM,3300,004,,3,5,13,7,7,2,,1,,,,1,,,,,1,"Watson, John M","Liu, Avery J",,,,
BCOM,3300,005,,3,4,10,13,5,2,,,,,,1,,,,,1,"Watson, John M","Liu, Avery J",,,,
BCOM,3300,006,,5,3,9,16,4,,1,1,,,,1,,,,,0,"Watson, John M","Liu, Avery J",,,,
BCOM,3300,007,1,9,9,10,5,4,,1,,,,,,,,,,1,"de los Santos, Veronica",,,,,
BCOM,3300,008,3,6,10,5,7,5,,1,1,,,,1,,,,,0,"de los Santos, Veronica",,,,,
BCOM,3300,009,,2,7,12,4,6,3,1,,1,,,3,,,,,1,"Siddiqui, Farah",,,,,
BCOM,3300,010,,2,13,7,5,4,2,,,,,,3,,,,,2,"Siddiqui, Farah",,,,,
BCOM,3300,011,,2,7,7,13,3,2,3,,,,,3,,,,,0,"Watson, John M","Liu, Avery J",,,,
BCOM,3300,012,,2,4,3,10,8,6,1,1,,,,3,,,,,2,"Watson, John M","Liu, Avery J",,,,
BCOM,3300,013,,,5,8,3,5,,3,2,,1,,5,,,,,4,"Godbey, William R",,,,,
BCOM,3300,014,,1,,1,12,8,7,3,2,,,,3,,,,,1,"Watson, John M","Liu, Avery J",,,,
BCOM,3300,015,2,6,20,3,4,2,1,,1,,1,,,,,,,0,"Smallwood, Margaret G","Agnihotri, Ajinkya A",,,,
BCOM,3300,016,,3,8,1,7,8,1,1,6,1,,,4,,,,,0,"Postolos, Christine",,,,,
BCOM,3300,017,3,10,11,5,,3,1,1,1,,,,3,,,,,2,"Jacobson Jordan, Tatia",,,,,
BCOM,3300,018,,2,2,6,8,7,4,3,3,1,3,,1,,,,,0,"Herman, Emily",,,,,
BCOM,3300,501,3,9,11,7,6,2,,,,,,,,,,,2,0,"Loyless, Lauren",,,,,
BCOM,3300,503,,7,17,6,,3,,1,1,,1,,,,,,3,1,"Loyless, Lauren",,,,,
BCOM,3300,504,1,2,5,7,4,5,7,4,,,,,,,,,,3,"Cooper, Austin C",,,,,
BCOM,3300,506,3,3,8,3,3,3,2,,,,,,2,,,,,0,"Horner, Kimberly D",,,,,
BCOM,3300,507,,2,5,2,4,2,1,,1,,,,6,,,,,0,"Ali, Shazia",,,,,
BCOM,4300,001,,2,8,8,4,8,3,2,1,2,1,,1,,,,,0,"Blockley, Caylin",,,,,
BCOM,4300,002,,2,6,1,7,12,3,2,6,,,1,,,,,,0,"Blockley, Caylin",,,,,
BCOM,4300,003,1,3,5,2,8,13,5,2,1,,1,,,,,,,0,"Moore, Sarah E",,,,,
BCOM,4300,004,,,5,11,5,11,1,2,5,1,1,,,,,,,0,"Moore, Sarah E",,,,,
BCOM,4300,005,4,7,9,6,6,8,1,1,2,,,,,,,,,0,"Smallwood, Margaret G","Agnihotri, Ajinkya A",,,,
BCOM,4300,006,6,10,9,5,3,7,1,1,,,,,,,,,,0,"Smallwood, Margaret G","Agnihotri, Ajinkya A",,,,
BCOM,4300,007,,3,4,8,7,4,4,2,4,2,,1,1,,,,,0,"Lookadoo, Kathryn","Liu, Avery J",,,,
BCOM,4300,008,,2,2,6,6,8,5,6,,2,1,1,,,,,,1,"Lookadoo, Kathryn","Liu, Avery J",,,,
BCOM,4300,009,,3,5,4,10,5,4,4,3,,,,1,,,,,1,"Hornsby, Melanie L",,,,,
BCOM,4300,010,,2,3,4,6,10,4,3,5,1,3,,,,,,,1,"Lookadoo, Kathryn","Liu, Avery J",,,,
BCOM,4300,011,1,2,8,5,5,5,7,3,2,2,,1,,,,,,0,"Lookadoo, Kathryn","Liu, Avery J",,,,
BCOM,4300,012,,1,2,4,5,4,4,5,8,1,,1,2,,,,,1,"Moore, Sarah E",,,,,
BCOM,4300,013,1,4,5,5,4,8,4,3,5,,,,1,,,,,0,"Smallwood, Margaret G","Agnihotri, Ajinkya A",,,,
BCOM,4300,501,,,1,1,2,9,6,2,5,4,1,4,2,,,,,3,"Cox, Chauncey",,,,,
BCOM,4300,502,,1,3,1,10,10,2,3,1,3,3,1,2,,,,,0,"Hornsby, Melanie L",,,,,
BCOM,4300,503,,,3,3,7,14,4,4,1,1,,,,,,,,2,"Burns, Regina",,,,,
BCOM,4300,504,,,2,3,5,11,3,6,6,,1,3,,,,,,0,"Cooper, Austin C",,,,,
BCOM,4300,505,,,6,4,2,2,4,10,,,,1,3,,,,,3,"McCrady, Victoria D","Hickey, John C",,,,
BIOL,1318,001,,5,,,10,,,9,,,3,,1,,,,,2,"Maitra, Meenakshi","Boyd, Stefanie D",,,,
BIOL,2111,001,14,6,3,2,3,1,,1,,,,,,,,,,0,"Srikanth, Uma",,,,,
BIOL,2111,002,8,4,3,4,1,1,2,3,1,1,,2,,,,,,0,"Srikanth, Uma",,,,,
BIOL,2111,003,16,3,1,2,1,1,2,2,1,,,,,,,,,0,"Srikanth, Uma",,,,,
BIOL,2111,004,6,3,2,1,2,,2,,,,,,,,,,,0,"Srikanth, Uma",,,,,
BIOL,2111,005,11,4,2,1,3,,1,,4,,,,1,,,,,1,"Srikanth, Uma",,,,,
BIOL,2111,006,6,8,1,9,1,,3,,1,,1,,,,,,,0,"Srikanth, Uma",,,,,
BIOL,2111,007,12,5,,3,4,,2,2,,1,,1,,,,,,0,"Srikanth, Uma",,,,,
BIOL,2111,008,7,4,5,4,5,3,,1,,1,,,,,,,,0,"Srikanth, Uma",,,,,
BIOL,2111,009,12,6,3,2,,2,2,,1,,,,,,,,,0,"Srikanth, Uma",,,,,
BIOL,2111,012,1,2,3,5,8,3,1,2,,1,,1,,,,,,1,"Candas, Mehmet","Srikanth, Uma",,,,
BIOL,2111,014,4,3,3,5,2,2,4,,,,,1,1,,,,,0,"Candas, Mehmet","Srikanth, Uma",,,,
BIOL,2111,015,4,2,1,5,5,,3,1,,2,,,,,,,,0,"Candas, Mehmet","Srikanth, Uma",,,,
BIOL,2111,016,6,3,4,6,1,1,,1,1,1,,,,,,,,0,"Candas, Mehmet","Srikanth, Uma",,,,
BIOL,2111,017,7,5,3,5,4,,,2,2,,1,1,,,,,,0,"Candas, Mehmet","Srikanth, Uma",,,,
BIOL,2111,018,6,3,5,,4,2,2,3,1,1,1,,,,,,,1,"Candas, Mehmet","Srikanth, Uma",,,,
BIOL,2111,019,2,4,1,2,,7,4,3,1,,,1,,,,,1,0,"Candas, Mehmet","Srikanth, Uma",,,,
BIOL,2111,020,4,2,7,2,6,4,3,1,,,,,,,,,,1,"Candas, Mehmet","Srikanth, Uma",,,,
BIOL,2111,021,7,6,3,5,1,1,5,,,,,1,,,,,,0,"Candas, Mehmet","Srikanth, Uma",,,,
BIOL,2111,022,8,5,2,3,1,1,3,3,,,,1,,,,,,3,"Candas, Mehmet","Srikanth, Uma",,,,
BIOL,2111,023,10,5,1,6,2,1,3,1,,,1,,,,,,,0,"Candas, Mehmet","Srikanth, Uma",,,,
BIOL,2111,501,1,2,4,1,3,4,3,3,,1,,,1,,,,,0,"Candas, Mehmet","Srikanth, Uma",,,,
BIOL,2112,001,1,2,6,2,4,3,4,,2,1,1,3,6,,,,,4,"Wilson, Michelle","Suresh, Prarthana",,,,
BIOL,2112,002,2,7,5,1,4,1,2,2,2,3,2,1,2,,,,,3,"Wilson, Michelle","Alemi, Parinazsadat","Karunanayake, Eraj L",,,
BIOL,2112,003,2,2,1,1,3,5,2,3,,2,1,2,3,,,,,1,"Wilson, Michelle","Alemi, Parinazsadat",,,,
BIOL,2112,004,2,4,5,1,1,,2,3,,2,,,2,,,,,2,"Wilson, Michelle","Suresh, Prarthana","Karunanayake, Eraj L",,,
BIOL,2112,005,4,2,6,1,2,5,5,6,3,,2,,2,,,,,0,"Wilson, Michelle","Prameela, Anusha",,,,
BIOL,2112,006,,1,3,2,2,2,1,1,2,1,,,2,,,,,2,"Wilson, Michelle","Prameela, Anusha",,,,
BIOL,2112,007,1,,1,,2,4,3,3,,,2,,3,,,,,1,"Wilson, Michelle","Suresh, Prarthana",,,,
BIOL,2112,008,1,5,3,,4,3,2,2,4,,1,,3,,,,1,0,"Wilson, Michelle","Alemi, Parinazsadat",,,,
BIOL,2281,301,2,7,2,2,3,2,1,,,,,,,,,,,0,"Pickett, Elizabeth A","Basu, Ujjaini",,,,
BIOL,2281,302,1,1,6,3,1,1,1,,1,,,,2,,,,,1,"Lin, Wen J","Paredes, Megan",,,,
BIOL,2281,303,4,7,2,1,1,,1,1,,,,,,,,,,0,"Pickett, Elizabeth A","Briggs, Alyssa A",,,,
BIOL,2281,307,,3,1,1,1,3,2,4,2,,,,1,,,,,0,"Huang, Yi","Mittal, Shubham",,,,
BIOL,2281,308,3,7,1,3,3,,,1,,,,,1,,,,,0,"Mehta, Iti","Tien, Hsin-Jung",,,,
BIOL,2281,309,2,2,,,2,,2,1,2,,,1,,,,,,2,"Huang, Yi","Briggs, Alyssa A",,,,
BIOL,2281,310,1,7,4,1,1,1,1,,,,,1,1,,,,,1,"Mehta, Iti","Basu, Ujjaini",,,,
BIOL,2281,311,1,2,5,8,1,,,1,,,1,,,,,,,0,"Pickett, Elizabeth A","Tien, Hsin-Jung",,,,
BIOL,2281,313,1,7,2,1,2,1,,3,,,1,,,,,,,0,"Mehta, Iti","Ali, Md Yousuf",,,,
BIOL,2281,314,1,4,4,4,1,1,,2,,,,1,,,,,,0,"Lin, Wen J","Paredes, Megan",,,,
BIOL,2281,315,1,3,5,4,2,1,2,,,,,,1,,,,,0,"Mehta, Iti","Alvarez, Sophia M",,,,
BIOL,2281,317,,2,4,2,,1,3,1,,1,3,1,,,,,,0,"Lin, Wen J","Do, Hung P",,,,
BIOL,2281,318,1,3,1,2,1,1,2,,1,1,1,,1,,,,,0,"Huang, Yi","Do, Hung P",,,,
BIOL,2281,319,2,6,4,4,,,1,1,,,,,,,,,,0,"Huang, Yi","Ali, Md Yousuf",,,,
BIOL,2281,320,,3,3,2,5,,,,1,,,1,2,,,,,0,"Huang, Yi","Alvarez, Sophia M",,,,
BIOL,2311,001,93,43,20,28,20,9,14,10,8,3,1,3,1,,,,,1,"Srikanth, Uma","Kwende, Sharon A","Miller, Edmund A","Maiti, Dibyo","Patel, Ritik J","Moturu, Bhavitha"
BIOL,2311,002,56,30,21,33,27,9,19,11,2,8,2,6,,,,,1,2,"Srikanth, Uma","Kwende, Sharon A","Miller, Edmund A","Patel, Ritik J","Moturu, Bhavitha","Maiti, Dibyo"
BIOL,2311,501,4,13,16,16,9,16,12,9,3,,1,,2,,,,,4,"Candas, Mehmet",,,,,
BIOL,2312,001,13,23,30,8,22,23,21,20,13,9,9,6,23,,,,1,13,"Wilson, Michelle","Prameela, Anusha","Suresh, Prarthana","Alemi, Parinazsadat","Karunanayake, Eraj L",
BIOL,3101,002,,2,,2,2,7,4,4,1,4,2,2,,,,,,1,"Dejong, Jeff L","Chaurasia, Akansha",,,,
BIOL,3101,003,,3,3,7,2,1,4,4,3,3,1,1,,,,,,1,"Dejong, Jeff L","Chaurasia, Akansha",,,,
BIOL,3101,004,1,2,3,3,6,3,4,2,2,2,,,,,,,,2,"Dejong, Jeff L","Shah, Viraj S",,,,
BIOL,3101,005,2,2,9,5,9,6,4,1,1,1,,,,,,,,3,"Dejong, Jeff L","Afolami, Olufemi Ifeoluwa",,,,
BIOL,3101,006,1,5,5,7,5,7,5,3,2,1,1,,,,,,,1,"Dejong, Jeff L",,,,,
BIOL,3101,007,1,3,1,12,2,7,5,5,5,,2,1,,,,,,0,"Dejong, Jeff L","Shah, Viraj S",,,,
BIOL,3101,501,2,1,3,4,3,1,3,3,1,3,,,1,,,,,2,"Dejong, Jeff L","Afolami, Olufemi Ifeoluwa",,,,
BIOL,3102,001,14,5,6,1,1,1,1,1,,,,,,,,,,0,"Srikanth, Uma","Delk, Nikki A",,,,
BIOL,3102,002,3,5,5,5,3,1,2,2,1,1,,,,,,,,0,"Delk, Nikki A","Srikanth, Uma",,,,
BIOL,3102,003,15,4,5,2,1,2,,1,,,,,,,,,,0,"Srikanth, Uma","Delk, Nikki A",,,,
BIOL,3102,004,7,2,6,2,,1,2,,,,1,,,,,,,0,"Delk, Nikki A","Srikanth, Uma",,,,
BIOL,3102,005,9,4,1,4,4,1,,,3,,,,,,,,,0,"Srikanth, Uma","Delk, Nikki A",,,,
BIOL,3102,006,5,6,4,3,7,2,1,,2,,,,,,,,,0,"Sarcar, Subha N","Misra, Jyoti R","Hossain, Md Liakat",,,
BIOL,3102,007,5,4,5,5,2,5,1,1,,,,,,,,,,0,"Sarcar, Subha N","Misra, Jyoti R","Maity, Tuhina",,,
BIOL,3102,008,,4,6,3,3,3,1,,,,1,,,,,,,0,"Sarcar, Subha N","Misra, Jyoti R","Maity, Subhajit",,,
BIOL,3102,009,8,3,3,5,3,3,1,1,,,,,,,,,,0,"Misra, Jyoti R","Sarcar, Subha N","Maity, Subhajit",,,
BIOL,3102,010,6,4,2,6,5,1,1,,,,,,,,,,,0,"Misra, Jyoti R","Sarcar, Subha N","Maity, Subhajit",,,
BIOL,3161,001,9,10,2,4,8,2,,4,1,,,,3,,,,,2,"Gavva, Sandhya R","Jia, Lin","Boyd, Stefanie D","Akter, Zakia",,
BIOL,3161,002,9,8,4,5,4,2,6,2,,1,,,2,,,,,1,"Gavva, Sandhya R","Jia, Lin","Boyd, Stefanie D","Akter, Zakia",,
BIOL,3161,003,1,4,3,3,2,,3,2,1,1,,1,4,,,,,0,"Gavva, Sandhya R","Jia, Lin","Boyd, Stefanie D","Salaudeen, Ibrahim O",,
BIOL,3161,004,4,6,5,6,5,2,3,1,3,1,2,2,1,,,,,3,"Gavva, Sandhya R","Jia, Lin","Boyd, Stefanie D","Salaudeen, Ibrahim O",,
BIOL,3161,005,6,10,4,4,6,6,2,3,2,,3,,1,,,,,0,"Gavva, Sandhya R","Jia, Lin","Boyd, Stefanie D","Xu, Linyi",,
