Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ATCM,3365,002,7,7,6,1,1,2,,,,,,,,,1,,4,"Christopher, Timothy V",,,,,
ATCM,3366,001,14,3,2,,4,,,,1,1,1,,,,,,0,"Wu, Hong An",,,,,
ATCM,3366,002,,29,1,,,,,,,,,,,,,,0,"Evans, Monica J",,,,,
ATCM,3367,002,2,6,8,2,3,2,,2,,,1,,1,,,,3,"Lewis, Timothy M",,,,,
ATCM,3368,001,5,4,2,,2,2,3,,1,2,1,,3,,,,5,"Lim, Fengjie",,,,,
ATCM,3368,002,4,5,5,1,1,3,1,1,2,1,1,1,1,1,1,,1,"Chandler, Adam W",,,,,
ATCM,3369,001,,29,2,,,1,,,,,,,1,,,,1,"Evans, Monica J",,,,,
ATCM,3370,001,5,5,6,2,2,2,,1,,,,,2,,3,,2,"Lewis, Timothy M",,,,,
ATCM,3372,001,3,9,,1,4,,,2,,,,,2,,1,,1,"Fitzgerald, Harold E",,,,,
ATCM,3388,502,3,20,10,12,12,10,3,3,2,3,3,,3,2,1,,6,"Bell, Elizabeth A","Irby, Cameron L","Whitlock, Kathryn",,,
ATCM,4305,001,,3,4,2,3,2,,,1,1,,,,,,,0,"Caldwell, Bryon A",,,,,
ATCM,4306,001,5,4,2,2,1,1,1,,,,,,,,1,,1,"Boyd, Elizabeth",,,,,
ATCM,4308,001,1,4,4,2,1,1,1,,,,,,,1,1,,0,"Farrar, Eric T",,,,,
ATCM,4314,001,2,3,2,2,,1,2,1,,,1,,1,,,,2,"Salter, Monika M",,,,,
ATCM,4317,001,,20,,,,,,,,,,,,,,,0,"Oropallo, Kara I",,,,,
ATCM,4317,002,,18,,1,,,,,,,,,,,,,0,"McCord, Peter A",,,,,
ATCM,4319,001,,2,4,1,4,3,2,,,,,,,,1,,1,"McComber, Sean",,,,,
ATCM,4319,002,7,3,,1,1,,,,,,,,,,,,1,"Camacho, Christopher J",,,,,
ATCM,4319,003,3,6,6,3,2,3,,3,2,,1,,1,1,,,0,"Veras de Souza, Christine","Bagherzadeh, Elmira",,,,
ATCM,4338,001,,7,5,3,2,5,2,,,,,,2,,,,4,"Farrar, Eric T","Doust-Haghighi, Elham",,,,
ATCM,4346,001,,5,9,,,2,,,,,,,,,,,0,"Marks, David E",,,,,
ATCM,4350,001,17,6,1,,1,,,2,1,,,,2,,,,0,"Hewitt, Sharon",,,,,
ATCM,4364,001,1,18,,,,,,,,,,,,,,,0,"Terry, Dean",,,,,
ATCM,4365,001,6,7,1,,,2,,,,,,,1,,,,2,"Christopher, Timothy V",,,,,
ATCM,4365,002,6,4,2,3,,,1,,,,,,1,,,,1,"Christopher, Timothy V",,,,,
ATCM,4367,001,2,3,5,2,1,1,,1,1,,,1,1,,,,1,"Chandler, Adam W",,,,,
ATCM,4368,001,3,4,6,3,3,,1,2,,,,1,,,2,,2,"Chandler, Adam W",,,,,
ATCM,4376,001,22,,,,,,,,,,,,,,,,0,"Lewis, Timothy M",,,,,
ATCM,4377,001,20,,,,,,,,,,,,,,,,0,"Chandler, Adam W",,,,,
ATCM,4384,001,,19,,,12,,,7,,,,,2,2,1,,2,"Lester, Paul",,,,,
ATCM,4384,002,,13,,,19,,,5,,,,,5,,,,6,"Lester, Paul",,,,,
ATCM,4384,003,,16,,,16,,,3,,,2,,2,,2,,6,"Lester, Paul",,,,,
ATCM,4397,002,2,9,2,1,7,,,,,,,,,,,,1,"Wood, Harold G",,,,,
ATCM,4397,004,6,1,2,3,2,1,2,1,,,1,2,,,1,,0,"Nielsen, Christina R",,,,,
ATCM,4397,005,,14,,,5,,,1,,,1,,1,,,,2,"Stewart, Michael C",,,,,
ATCM,4397,006,17,6,2,,,,,,,,,,,,,,0,"Oropallo, Kara I",,,,,
ATCM,6000,001,,,,,,,,,,,,,,,,20,0,"Nadin, Mihai",,,,,
ATCM,6300,001,,13,3,,2,,,1,,,,,,,,,0,"Knight, Kim A",,,,,
ATCM,6313,001,,10,,,,,,,,,,,,,,,0,"Fechter, Todd A",,,,,
ATCM,6322,001,,10,,,,,,,,,,,,,,,0,"Terry, Dean",,,,,
ATCM,6325,501,,3,7,,,,,,,,,,,,,,0,"Malina, Roger F",,,,,
ATCM,6377,001,,9,2,,,,,,,,,,,,,,0,"Burrough, Xtine",,,,,
AUD,6113,001,,,,,,,,,,,,,,,,25,0,"Roeser, Ross J",,,,,
AUD,6114,001,,13,,,,,,,,,,,,,,,0,"Thibodeau, Linda K","Hairston, Audrey N","Tangerino De Souza Jacob, Regina",,,
AUD,6303,001,,12,1,,,,,,,,,,,,,,0,"Lobarinas, Edward",,,,,
AUD,6305,001,,9,3,,,,,,,,,,,,,,0,"Le Prell, Colleen G","Cochran, Aaron W",,,,
AUD,6310,001,,11,,,,,,,,,,,,,,,0,"Roeser, Ross J",,,,,
AUD,6V20,102,,12,2,,,,,,,,,,,,,,0,"Clark, Jackie L","Warner-Czyz, Andrea D","Evans, Delaney L","Trevino, Monica",,
AUD,7253,001,,12,,,,,,,,,,,,,,,0,"Griffiths, Scott K",,,,,
AUD,7324,001,,8,6,,,,,,,,,,,,,,0,"Warner-Czyz, Andrea D","Evans, Delaney L","Thibodeau, Linda K",,,
AUD,7327,001,,15,,,,,,,,,,,,,,,0,"Clark, Jackie L","Trevino, Monica",,,,
AUD,7338,001,,7,5,1,,,,,,,,,,,,,0,"Cokely, Carol G","Escabi, Celia D",,,,
BA,1100,001,,4,1,3,3,,4,1,2,1,1,1,4,1,,,2,"Henderson, Tom",,,,,
BA,1320,001,1,7,4,5,9,,3,,,,2,,4,9,1,,0,"Blueshtein, Moran","Hamzeh, Alireza",,,,
BA,1320,501,5,10,13,5,5,4,2,1,,1,,,,2,1,,1,"Kiser, Stephen L",,,,,
BA,4101,001,,15,,,,,,,,,,,,,,,0,"Knox, Alan R",,,,,
BA,4V00,001,,12,1,,,,,,,,,,,1,,,0,"Lewin, Peter","Villarreal, Pamela A",,,,
BA,4V00,002,,12,,1,,,,,,,,,,1,,,0,"Lewin, Peter","Villarreal, Pamela A",,,,
BBSU,1100,001,25,3,2,1,1,1,,,,,,,3,1,,,0,"Hamilton, Anna L",,,,,
BBSU,1100,002,28,1,3,1,1,2,3,1,2,,,2,2,,1,,0,"Boynton, Catherine V",,,,,
BBSU,1100,003,35,3,1,1,1,,,1,1,,,1,1,,,,1,"Jackson, Kevin",,,,,
BBSU,1100,004,34,1,2,,1,,,,,,,,1,,,,0,"Jackson, Kevin",,,,,
BBSU,1100,005,34,8,2,,,,1,,,1,,,2,2,,,1,"Balusek, Robert S",,,,,
BBSU,1100,006,21,7,5,,4,,1,,,,,,1,1,3,,2,"Grimmer, Leslie A",,,,,
BBSU,1100,009,23,5,3,1,2,1,1,,,1,2,1,,,,,4,"Hamilton, Anna L",,,,,
BBSU,1100,010,25,1,2,,,1,,2,1,,,1,,,,,0,"Boynton, Catherine V",,,,,
BBSU,1100,011,33,1,1,1,1,2,,,,,2,,2,,1,,1,"Ritchie, Kathleen",,,,,
BBSU,1100,012,27,2,2,,1,,1,,2,,,,,,1,,0,"Ritchie, Kathleen",,,,,
BCOM,1300,002,2,5,4,3,,4,4,,1,,1,2,2,11,3,,0,"Lookadoo, Kathryn","Ward, Hannah","Tanabe, Takuma",,,
BCOM,1300,003,4,21,5,2,3,1,1,,1,,,,,4,,,1,"Ahlberg, Mehrzad","Munoz, Carolina A",,,,
BCOM,1300,004,,21,1,3,2,,,,,,,,4,3,4,,2,"Henderson, Tom",,,,,
BCOM,1300,005,,2,6,2,,4,1,1,1,,,,2,2,,,2,"Lookadoo, Kathryn","Ward, Hannah","Tanabe, Takuma",,,
BCOM,1300,006,2,8,7,7,5,,,1,,,,,2,8,1,,0,"McCrady, Victoria D","Ward, Hannah",,,,
BCOM,1300,007,,3,6,2,4,4,4,1,,2,2,1,2,6,2,,1,"Lookadoo, Kathryn","Tanabe, Takuma","Ward, Hannah",,,
BCOM,1300,008,6,18,7,,4,1,,1,2,,,,1,1,,,1,"Ahlberg, Mehrzad","Munoz, Carolina A",,,,
BCOM,1300,009,,6,13,7,2,,,1,,,,,,9,3,,0,"McCrady, Victoria D","Ward, Hannah",,,,
BCOM,1300,010,,4,10,6,6,3,,1,1,,,,2,3,2,,1,"Moore, Sarah E","Tanabe, Takuma",,,,
BCOM,1300,011,1,9,7,7,3,2,,1,,,1,,1,9,,,1,"McCrady, Victoria D","Ward, Hannah",,,,
BCOM,1300,013,2,3,7,3,9,3,,1,2,,,,1,7,,,2,"Lookadoo, Kathryn","Tanabe, Takuma","Ward, Hannah",,,
BCOM,1300,014,2,6,11,5,2,3,,1,,,1,,1,8,1,,1,"Moore, Sarah E","Tanabe, Takuma",,,,
BCOM,1300,015,1,,3,3,4,5,3,1,5,,1,1,4,5,1,,4,"Lookadoo, Kathryn","Tanabe, Takuma","Ward, Hannah",,,
BCOM,1300,016,1,6,11,4,6,4,2,1,,1,1,,,2,2,,1,"Moore, Sarah E","Tanabe, Takuma",,,,
BCOM,1300,017,1,4,4,10,1,4,,1,2,,,,2,3,1,,1,"Moore, Sarah E","Tanabe, Takuma",,,,
BCOM,1300,018,,10,10,3,2,2,1,,1,,,,,4,,,1,"Fry, Jennifer L",,,,,
BCOM,1300,503,,4,10,1,5,1,,,,1,,1,2,6,3,,0,"Fry, Jennifer L",,,,,
BCOM,3100,003,,5,10,2,5,1,1,1,,1,1,,1,2,3,,0,"Brown, Ryan",,,,,
BCOM,3100,008,1,8,12,3,2,3,1,1,,,,,3,2,,,2,"Brown, Ryan",,,,,
BCOM,3200,001,4,19,13,4,4,1,2,1,1,,,,1,3,,,0,"Brown, Ryan",,,,,
BCOM,3200,002,7,10,9,3,7,2,3,4,1,,,,1,4,2,,2,"Newcomb, Rebecca G",,,,,
BCOM,3200,5E1,10,24,6,3,4,1,,,,,,,1,2,,,2,"Smallwood, James E",,,,,
BCOM,3300,001,4,8,3,5,8,9,2,,5,,1,1,3,7,1,,1,"Watson, John M","Torteya, Diana E",,,,
BCOM,3300,004,,1,11,7,6,6,2,2,4,1,1,,6,7,2,,1,"Fitzmaurice, Megan I",,,,,
BCOM,3300,006,4,14,11,7,,7,3,,2,,2,,1,5,1,,0,"Ahlberg, Mehrzad","Munoz, Carolina A",,,,
BCOM,3300,007,1,8,9,6,13,5,4,1,,,,,2,5,1,,3,"Watson, John M","Torteya, Diana E",,,,
BCOM,3300,008,1,22,14,4,6,1,1,2,,,,,,4,,,1,"Smallwood, Margaret G","Fry, Jennifer L","Ciovacco, Marisol A",,,
BCOM,3300,009,1,13,5,7,13,5,3,,1,1,,1,2,6,,,0,"Watson, John M","Torteya, Diana E",,,,
BCOM,3300,011,4,18,12,6,6,2,1,1,1,1,,,,2,,,3,"Smallwood, Margaret G","Ciovacco, Marisol A",,,,
BCOM,3300,012,,4,10,8,2,10,2,,2,,,,,9,3,,3,"Fitzmaurice, Megan I",,,,,
BCOM,3300,013,1,4,10,4,10,4,4,3,3,,,,2,8,1,,3,"Lawson, Kristen A","Torteya, Diana E",,,,
BCOM,3300,014,3,13,7,3,10,8,1,1,1,,,1,4,1,2,,1,"Watson, John M","Torteya, Diana E",,,,
BCOM,3300,017,1,6,5,5,6,5,1,3,2,2,1,,6,6,3,,6,"Walton, Michaella",,,,,
BCOM,3300,501,2,5,9,7,5,3,5,4,2,,,,2,3,4,,3,"Lawson, Kristen A","Torteya, Diana E",,,,
BCOM,3310,001,,6,9,9,5,2,1,1,,1,,,3,5,,,4,"Armstead, Erica",,,,,
BCOM,3310,002,1,11,12,7,3,2,1,,,,,,1,7,1,,0,"Kim, Hyun Jung",,,,,
BCOM,3310,004,,7,16,9,2,3,,,,1,,,,7,,,1,"Armstead, Erica",,,,,
BCOM,3310,005,1,12,3,8,5,6,2,3,1,1,,,1,3,,,0,"Walton, Michaella",,,,,
BCOM,3310,006,,13,13,8,,,3,1,,,,1,,3,,,2,"Guire, Jessica",,,,,
BCOM,3310,008,,15,16,5,4,,,,,,,,3,2,1,,0,"Tamez, Katrina",,,,,
BCOM,3310,009,,11,19,4,4,1,1,1,,,,,1,2,1,,1,"Harrison, Megan K",,,,,
BCOM,3310,010,2,7,14,11,1,2,,2,,,,,2,6,,,0,"Tamez, Katrina",,,,,
BCOM,3310,011,2,20,10,2,2,1,,,1,,,,2,4,1,,1,"Ahlberg, Mehrzad","Munoz, Carolina A",,,,
BCOM,3310,012,1,10,17,6,5,2,,,,,,,1,2,,,2,"Guire, Jessica",,,,,
BCOM,3310,013,14,23,3,1,1,,,,,,,,,3,,,0,"Ahlberg, Mehrzad","Munoz, Carolina A",,,,
BCOM,3310,501,8,15,8,8,3,1,,,,,,,,2,,,1,"Loyless, Lauren",,,,,
BCOM,3310,502,1,28,5,6,2,1,,,,,1,,,2,,,0,"Blockley, Caylin",,,,,
BCOM,3310,503,,2,7,6,4,5,,3,2,2,,,2,4,2,,3,"Prudhomme-Coleman, Michelle",,,,,
BCOM,3310,HO2,,14,5,2,2,,,,,,,,,5,,,0,"Lawson, Kristen A","Torteya, Diana E",,,,
BCOM,3310,HON,,20,6,2,1,,,,,,,,,4,,,0,"Lawson, Kristen A","Torteya, Diana E",,,,
BCOM,4350,001,6,16,15,1,2,1,1,1,,,,,,3,,,3,"Gibson, Roshonda",,,,,
BCOM,4350,002,2,14,15,4,8,,1,3,,,,,,2,,,0,"McCrady, Victoria D","Ward, Hannah",,,,
BCOM,4350,003,21,4,8,4,4,3,,,2,,,1,1,1,1,,0,"Garza-Horne, Julie",,,,,
BCOM,4350,004,13,22,10,2,,,,,,,,,,2,,,0,"Gibson, Roshonda",,,,,
BCOM,4350,005,26,8,9,3,1,,,1,,,,,,2,,,0,"de los Santos, Veronica",,,,,
BCOM,4350,006,33,4,5,4,2,,,,,,,,,,1,,0,"de los Santos, Veronica",,,,,
BCOM,4350,007,,22,20,2,4,,1,,1,,,,,,,,0,"Hemsworth, Brian",,,,,
BCOM,4350,009,33,7,5,,,,,,,,,,,,,,1,"Layne, Raini M",,,,,
BCOM,4350,010,13,10,15,6,,,1,1,,,,1,1,1,,,1,"Garza-Horne, Julie",,,,,
BCOM,4350,011,,7,11,12,7,5,2,2,1,,,1,,1,,,1,"Steadham, Kyle S",,,,,
BCOM,4350,012,7,13,19,6,2,,1,,,1,,,1,,,,0,"Blockley, Caylin",,,,,
BCOM,4350,501,,4,9,7,6,6,2,,1,1,,,,4,,,0,"Prudhomme-Coleman, Michelle",,,,,
BCOM,4350,503,1,2,9,8,7,4,5,3,1,1,1,1,3,,2,,2,"Steadham, Kyle S",,,,,
BIOL,1318,001,,8,,,10,,,6,,,,,,1,,,4,"Maitra, Meenakshi",,,,,
BIOL,2111,001,48,,,,,,,,,,,,,,,,1,"Burr, John G",,,,,
BIOL,2111,002,48,,,,,,,,,,,,,,,,0,"Burr, John G",,,,,
BIOL,2111,003,43,,,,,,,,,,,,,1,,,0,"Burr, John G",,,,,
BIOL,2111,004,29,,,,,,,,,,,,2,,,,0,"Burr, John G",,,,,
BIOL,2111,005,42,,,,,,,,,,,,,2,,,0,"Burr, John G",,,,,
BIOL,2111,006,45,,,,,,,,,,,,,1,,,0,"Burr, John G",,,,,
BIOL,2111,007,11,6,2,3,,4,,1,1,1,,,,1,,,0,"Srikanth, Uma",,,,,
BIOL,2111,008,10,5,4,3,1,,1,,,2,1,,,2,1,,0,"Srikanth, Uma",,,,,
BIOL,2111,009,10,6,6,1,1,1,1,,2,,,,,2,,,0,"Srikanth, Uma",,,,,
BIOL,2111,010,8,5,4,3,3,3,,,1,,1,,,1,,,1,"Srikanth, Uma",,,,,
BIOL,2111,011,14,4,1,2,,2,,1,1,1,,2,,1,1,,0,"Srikanth, Uma",,,,,
BIOL,2111,012,13,6,4,3,2,1,,,,,,,,,1,,0,"Srikanth, Uma",,,,,
BIOL,2111,013,11,7,2,2,2,1,2,1,1,,,,,,1,,0,"Srikanth, Uma",,,,,
BIOL,2111,014,9,5,5,1,4,1,1,,1,,,,,1,,,2,"Srikanth, Uma",,,,,
BIOL,2111,015,11,11,5,1,1,,,,,,,,,1,,,0,"Srikanth, Uma",,,,,
BIOL,2111,016,5,8,5,4,2,1,1,1,,,,,,2,,,1,"Srikanth, Uma",,,,,
BIOL,2111,017,13,4,7,1,,,,,1,,,,,1,2,,1,"Srikanth, Uma","Lakoduk, Ashley",,,,
BIOL,2111,018,4,3,1,3,3,5,2,1,,1,1,,,2,1,,1,"Srikanth, Uma","Lakoduk, Ashley",,,,
BIOL,2111,019,5,4,5,1,1,,1,3,2,1,,,1,2,1,,1,"Srikanth, Uma","Lakoduk, Ashley",,,,
BIOL,2112,001,1,5,7,3,1,7,1,1,4,1,,1,1,5,3,,2,"Wilson, Michelle","Yetkin, Celal E",,,,
BIOL,2112,002,,,7,4,2,7,2,1,1,3,,1,2,7,3,,3,"Wilson, Michelle","Salamat, Narges",,,,
BIOL,2112,003,,2,6,3,6,5,2,2,5,,,,,9,,,2,"Wilson, Michelle","Salamat, Narges",,,,
BIOL,2112,004,,1,2,2,9,4,3,2,2,,,,,7,6,,5,"Wilson, Michelle","Yetkin, Celal E",,,,
BIOL,2112,005,,2,6,6,6,5,1,3,,1,2,1,1,1,4,,3,"Wilson, Michelle","Yamauchi, Stephanie A",,,,
BIOL,2112,006,,1,3,3,2,3,5,3,3,,2,1,3,6,1,,5,"Wilson, Michelle","Salinas, Carlos E",,,,
BIOL,2112,007,1,,5,4,8,3,4,,4,2,,1,,2,1,,6,"Wilson, Michelle","Yamauchi, Stephanie A",,,,
BIOL,2112,008,1,,1,1,,,,1,3,1,,2,3,2,1,,5,"Wilson, Michelle","Salinas, Carlos E",,,,
BIOL,2281,301,2,4,5,5,2,,,2,,,,1,1,1,1,,0,"Mehta, Iti","Gadhvi, Jashkaran G",,,,
BIOL,2281,302,1,3,4,3,4,3,,1,,,,,1,2,,,1,"Lin, Wen J","Alvarez, Sophia M",,,,
BIOL,2281,303,1,7,7,4,1,2,,1,1,,,,,,,,0,"Mehta, Iti","Gadhvi, Jashkaran G",,,,
BIOL,2281,304,1,3,6,3,4,1,1,1,1,,,1,,2,,,0,"Lin, Wen J","Alvarez, Sophia M",,,,
BIOL,2281,305,1,2,3,4,7,,,1,1,,,1,,2,1,,1,"Klang, Ida","Easterwood, Shayne",,,,
BIOL,2281,306,,5,5,1,3,3,2,3,,,,,,2,,,0,"Pickett, Elizabeth A","Easterwood, Shayne",,,,
BIOL,2281,307,,2,5,4,3,3,3,1,1,,,,,,1,,1,"Klang, Ida","Easterwood, Shayne",,,,
BIOL,2281,308,,1,4,3,1,5,1,,3,,,,1,2,1,,2,"Lin, Wen J","Alvarez, Sophia M",,,,
BIOL,2281,309,2,3,10,,3,2,,,,1,1,,,,,,2,"Mehta, Iti","Gadhvi, Jashkaran G",,,,
BIOL,2281,310,3,3,8,2,,,1,,1,,,1,,1,2,,2,"Lin, Wen J","Do, Hung P",,,,
BIOL,2281,311,,4,8,1,2,3,,1,,,1,,1,1,,,2,"Mehta, Iti","Ratevosyan, Richard",,,,
BIOL,2281,312,1,7,5,4,1,3,1,,,,,,,1,1,,0,"Lin, Wen J","Do, Hung P",,,,
BIOL,2281,313,,3,11,2,1,2,1,,1,,,,,2,,,1,"Klang, Ida","Buyukkahraman, Gozde",,,,
BIOL,2281,314,,3,7,3,2,2,2,,1,,,,1,1,,,2,"Klang, Ida","Buyukkahraman, Gozde",,,,
BIOL,2281,315,,7,5,2,2,4,,2,,,,1,,1,,,0,"Mehta, Iti","Ratevosyan, Richard",,,,
BIOL,2281,316,4,3,10,1,,1,2,1,,,,,,1,,,0,"Klang, Ida","Buyukkahraman, Gozde",,,,
BIOL,2281,317,2,5,6,1,3,,2,1,1,,,,,2,,,0,"Mehta, Iti","Ratevosyan, Richard",,,,
BIOL,2311,001,102,63,38,23,16,14,6,4,7,5,2,2,,10,4,,4,"Srikanth, Uma","Reddy, Sindhuri","Alemi, Parinazsadat","Phanse, Sharwari S",,
BIOL,2311,002,22,12,13,5,4,5,4,4,4,2,1,,1,6,4,,3,"Lakoduk, Ashley","Almond, Grayson F",,,,
BIOL,2311,501,21,105,25,20,43,12,10,13,1,,1,,2,4,,,1,"Burr, John G","Berisha, Eranda","Bach, Thao Nguyen","Gomez, Jessica E","Almond, Grayson F",
BIOL,2312,001,2,11,36,25,34,35,17,12,19,7,4,5,7,37,18,,25,"Wilson, Michelle","Salamat, Narges","Yetkin, Celal E","Salinas, Carlos E","Yamauchi, Stephanie A",
BIOL,2312,002,1,,1,1,,,,1,3,1,,2,3,2,1,,5,"Wilson, Michelle",,,,,
BIOL,2350,001,24,15,1,,4,,1,1,,,,,1,1,,,2,"Sapozhnikov, Ilya",,,,,
BIOL,2350,002,23,12,4,1,2,,,,,,,,,,,,2,"Sapozhnikov, Ilya",,,,,
BIOL,3101,005,1,3,6,1,2,1,1,1,2,,,2,2,4,3,,7,"Dejong, Jeff L","Campbell, Zachary",,,,
BIOL,3101,006,1,2,2,4,6,1,2,1,1,,2,2,,1,5,,13,"Dejong, Jeff L","Campbell, Zachary",,,,
BIOL,3101,007,,3,2,4,3,1,2,,3,1,,,1,5,,,11,"Dejong, Jeff L","Campbell, Zachary",,,,
BIOL,3101,008,,3,5,1,6,3,2,,4,,1,1,,6,1,,9,"Dejong, Jeff L","Campbell, Zachary",,,,
BIOL,3101,009,1,3,3,3,4,2,,1,,,2,1,,7,1,,8,"Dejong, Jeff L","Campbell, Zachary",,,,
BIOL,3101,010,,1,2,3,1,3,2,1,,2,,1,,6,2,,11,"Dejong, Jeff L","Campbell, Zachary",,,,
BIOL,3101,011,1,3,4,2,3,6,1,1,3,4,2,,1,3,1,,9,"Dejong, Jeff L","Campbell, Zachary",,,,
BIOL,3101,012,3,6,2,4,2,3,5,2,1,,1,,,2,1,,8,"Dejong, Jeff L","Campbell, Zachary",,,,
BIOL,3102,001,9,5,6,10,5,2,,1,,,1,,,1,,,0,"Sarcar, Subha N","Misra, Jyoti R","Ballew, Luke","Tiwari, Suman","Shipman, Braden M",
BIOL,3102,002,2,10,4,9,7,4,1,,,,,,,3,,,0,"Sarcar, Subha N","Ballew, Luke","Tiwari, Suman","Shipman, Braden M",,
BIOL,3102,003,2,4,1,6,5,1,,,,,,,1,,,,0,"Sarcar, Subha N","Misra, Jyoti R","Ballew, Luke","Tiwari, Suman","Shipman, Braden M",
BIOL,3102,004,,3,3,4,6,1,1,1,,,,,,,,,1,"Misra, Jyoti R","Sarcar, Subha N","Ballew, Luke","Tiwari, Suman","Shipman, Braden M",
BIOL,3102,005,2,4,6,4,4,2,,1,1,,,,,1,,,0,"Misra, Jyoti R","Ballew, Luke","Tiwari, Suman","Shipman, Braden M",,
BIOL,3102,006,14,8,7,,,2,,,,,,,,,,,0,"Srikanth, Uma","Delk, Nikki A",,,,
BIOL,3102,007,15,6,5,1,1,,,,,,,,,,,,1,"Delk, Nikki A","Srikanth, Uma",,,,
BIOL,3102,008,18,5,5,2,,,,,,,,,,,,,0,"Srikanth, Uma","Delk, Nikki A",,,,
BIOL,3102,009,12,11,5,1,,,,,,,,,,,,,1,"Delk, Nikki A","Srikanth, Uma",,,,
BIOL,3102,010,16,7,4,1,1,,,1,,,,,,,,,0,"Srikanth, Uma","Delk, Nikki A",,,,
BIOL,3161,102,5,17,7,7,2,2,1,,3,,1,,,2,,,3,"Gavva, Sandhya R","Spiro, Stephen","Meloni, Gabriele","Curtis, Rose M",,
BIOL,3161,103,6,18,5,4,5,2,1,3,2,1,,,,1,,,1,"Gavva, Sandhya R","Spiro, Stephen","Meloni, Gabriele","Curtis, Rose M",,
BIOL,3161,104,4,13,11,4,3,1,3,1,,,,,,2,1,,7,"Gavva, Sandhya R","Spiro, Stephen","Meloni, Gabriele","Curtis, Rose M",,
BIOL,3161,105,7,16,12,4,5,1,1,,,,,1,1,1,,,1,"Gavva, Sandhya R","Spiro, Stephen","Meloni, Gabriele","Curtis, Rose M",,
BIOL,3161,106,2,12,7,4,7,2,4,3,1,1,1,,1,5,,,0,"Spiro, Stephen","Gavva, Sandhya R","Meloni, Gabriele","Curtis, Rose M",,
BIOL,3161,107,2,10,12,4,5,5,1,3,,,1,,,4,,,3,"Gavva, Sandhya R","Spiro, Stephen","Meloni, Gabriele","Curtis, Rose M",,
BIOL,3161,108,2,13,9,5,4,3,2,2,,,2,,1,3,1,,3,"Gavva, Sandhya R","Spiro, Stephen","Meloni, Gabriele","Curtis, Rose M",,
BIOL,3161,109,5,12,12,3,4,4,1,2,1,2,1,,1,1,,,1,"Gavva, Sandhya R","Spiro, Stephen","Meloni, Gabriele","Curtis, Rose M",,
BIOL,3161,110,2,11,6,8,1,2,4,6,,2,,1,2,2,1,,2,"Gavva, Sandhya R","Meloni, Gabriele","Spiro, Stephen","Curtis, Rose M",,
BIOL,3161,111,6,9,12,5,2,5,1,1,3,1,1,,,3,2,,0,"Gavva, Sandhya R","Meloni, Gabriele","Spiro, Stephen","Curtis, Rose M",,
BIOL,3161,112,1,22,10,7,2,,,1,,,,,1,2,1,,2,"Meloni, Gabriele","Spiro, Stephen","Gavva, Sandhya R","Curtis, Rose M",,
BIOL,3161,113,2,5,8,2,1,4,5,3,2,3,4,,1,4,3,,3,"Spiro, Stephen","Meloni, Gabriele","Gavva, Sandhya R","Curtis, Rose M",,
BIOL,3161,114,1,9,8,8,2,5,3,3,,1,,,1,1,3,,5,"Spiro, Stephen","Meloni, Gabriele","Gavva, Sandhya R","Curtis, Rose M",,
BIOL,3161,115,2,3,11,5,3,5,5,1,2,3,,1,1,6,,,3,"Meloni, Gabriele","Spiro, Stephen","Gavva, Sandhya R","Curtis, Rose M",,
BIOL,3162,101,2,4,3,3,9,3,1,2,3,1,,,1,3,,,3,"Candas, Mehmet","Dejong, Jeff L",,,,
BIOL,3162,102,3,1,5,1,4,2,2,1,5,2,,1,1,6,,,6,"Candas, Mehmet","Dejong, Jeff L",,,,
BIOL,3162,103,4,5,2,4,4,3,1,1,,1,,1,,5,,,2,"Candas, Mehmet","Dejong, Jeff L","Venkatesan, Keerthana",,,
BIOL,3162,104,,4,3,3,5,1,3,3,1,1,,,,3,1,,1,"Candas, Mehmet","Dejong, Jeff L","Venkatesan, Keerthana",,,
BIOL,3162,105,,2,2,5,7,,4,,1,,,,,4,,,0,"Candas, Mehmet","Dejong, Jeff L","Lewis, Anthony J",,,
BIOL,3162,106,1,2,,2,2,1,1,,1,1,,,1,6,,,4,"Candas, Mehmet","Dejong, Jeff L","Lewis, Anthony J",,,
BIOL,3301,002,7,24,26,22,27,20,15,7,14,7,8,7,4,34,14,,76,"Dejong, Jeff L","Campbell, Zachary",,,,
BIOL,3302,001,14,26,20,34,27,10,2,3,1,,1,,1,5,,,1,"Sarcar, Subha N","Misra, Jyoti R","Ballew, Luke","Tiwari, Suman","Shipman, Braden M",
BIOL,3302,002,75,38,24,5,3,2,,1,,,,,,,,,2,"Delk, Nikki A","Srikanth, Uma","Bautista, Monica A","Thomas-Jardin, Shayna E","Tandon, Neha Ramesh",
BIOL,3303,001,8,50,25,19,22,7,1,,4,1,1,,2,5,,,3,"De Nisco, Nicole J","Sawant, Namrata V","Pokharel, Barsha",,,
BIOL,3312,001,10,,5,6,3,2,,1,,1,,,1,2,,,0,"Morcos Gonzalez, Alonso","Wei, Hong",,,,
BIOL,3318,001,75,47,17,5,1,2,,2,,,,,,2,,,0,"Henson, Uyen N",,,,,
BIOL,3320,001,2,3,3,2,1,1,,,,1,,,,1,1,,1,"Hajeri, Vinita",,,,,
