Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,NC,P,I,W
"Chambers, Bryan D",,,,,,ENTP,6360,001,,4,3,,2,,,,,,,,,,,,,,0
"Oguzman, Neslihan","Thakkar, Kathan",,,,,OPRE,3333,003,15,12,11,3,6,6,,4,1,1,,4,2,,,,,,0
"Chiong, Khai X","Surolia, Prakhar",,,,,MKT,3300,009,4,26,12,6,1,,,,,,,,,,,,,,0
"Kaplan, Marilyn R",,,,,,OBHR,4310,001,11,12,4,5,6,7,,1,1,1,,1,3,,,,,,8
"Deluke, Eugene","Tian, Ye","Subramoniam, Ramesh",,,,MIS,6369,0W1,,6,,,10,,,3,,,,,,,,,,,1
"Deluke, Eugene","Tian, Ye","Subramoniam, Ramesh",,,,OPRE,6369,0W1,,9,,,11,,,2,,,,,,,,,,,0
"Deluke, Eugene","Tian, Ye","Subramoniam, Ramesh",,,,OPRE,6369,001,,23,,,20,,,1,,,,,,,,,,,0
"Cakanyildirim, Metin","Vu, Duc D",,,,,OPRE,6389,501,,5,3,2,,1,,,,,,,,,,,,,0
"Bradbury, Judd D","Senthilkumar, Gowtham","Vashistha, Manish Surendra",,,,MIS,6309,001,,12,9,4,8,6,,1,,,,,,,,,,,0
"Lawson, Kristen A","Porter, Colby W",,,,,BCOM,4350,007,3,19,4,2,2,3,1,,,,,,,,,,,,0
"Lawson, Kristen A","Porter, Colby W",,,,,BCOM,4350,HON,15,26,1,1,,,,,,,,,,,,,,,0
"Lookadoo, Kathryn","Chockalingam, Muthu Veerappan",,,,,BCOM,4350,009,2,7,5,6,3,6,3,,,,,,,,,,,,0
"Deluke, Eugene","Tian, Ye","Subramoniam, Ramesh",,,,MIS,6369,001,,1,,,4,,,1,,,,,,,,,,,0
"Lookadoo, Kathryn","Chockalingam, Muthu Veerappan",,,,,BA,3100,002,2,9,2,1,2,,1,,1,,1,,,,,,,,0
"Thouin, Mark","Dogaroglu, Seckin","Baskara, Srikar S",,,,MIS,6324,002,,11,12,13,10,,,,,,,,,,,,,,0
"Nketia, Joseph A",,,,,,FIN,3320,501,2,2,,2,1,2,5,5,6,2,3,3,5,,,,,,7
"Ma, Liping","Nguyen, Khiem B",,,,,FIN,6306,001,,10,,,9,,,1,,,,,,,,,,,1
"Ma, Liping","Nguyen, Khiem B",,,,,FIN,6306,501,,11,,,16,,,2,,,,,,,,,,,0
"Xia, Han (Victor)",,,,,,FIN,6325,001,,21,7,12,1,,,,,,,,,,,,,,0
"Sibley, Daniel C",,,,,,FIN,6335,501,,10,9,3,1,,,,,,,,,,,,,,1
"Baranchuk, Nina",,,,,,FIN,6350,501,,6,2,2,3,2,3,3,,,,,1,,,,,,2
"Blueshtein, Moran","Smith, Jake A",,,,,MECO,6312,001,,1,3,,2,1,,,,,,,,,,,,,0
"Bolton, Gary","Fahimi, Mohammad Mahdi",,,,,MECO,6350,001,,5,3,3,4,,,,,,,,,,,,,,0
"Rajaratnam, Daniel",,,,,,MKT,3300,008,,2,,12,16,2,4,8,,2,,,2,,,,,,0
"Amirpour, Semiramis",,,,,,MKT,3330,004,4,3,7,5,4,3,2,1,,,,,1,,,,,,0
"Rajaratnam, Daniel",,,,,,MKT,3340,001,,3,1,8,11,,9,2,,,1,,,,,,,,0
"Kumar, Nanda","Bhave, Ashutosh C",,,,,MKT,6323,501,,16,,,7,3,,,,,,,,,,,,1,0
"Hogan, James W","Ojha, Amrit A",,,,,OPRE,3310,007,,12,,,22,,,13,,,,,,,,,,,0
"Parks, David","Nishant, Kumar",,,,,OPRE,3310,003,1,3,1,3,6,4,7,7,7,,7,,,,,,,,3
"Ozer, Ali O","Sul, Inki",,,,,OPRE,6378,001,,14,6,2,,3,,,,,,,,,,,,,0
"Saeed, Kashif","Savla, Rashmi U",,,,,MIS,6309,002,,19,8,21,15,,,,,,,,,,,,,,0
"Tang, Shaojie","Guha, Sumalya",,,,,MIS,6323,501,,18,3,13,3,,,,,,,,,,,,,,0
"Chen, Jianqing","Velumani, Suganya",,,,,MIS,6324,003,,7,3,7,8,2,,,,,,,,,,,,,0
"Dogan, Kutsal","Pakala, Tharun Reddy",,,,,MIS,6326,501,,17,12,14,4,10,3,3,,,,,,,,,,,1
"Berardi, Caryn S",,,,,,BCOM,3100,001,14,16,,3,,,,,,,,,,,,,,,0
"Lawson, Kristen A","Porter, Colby W",,,,,BCOM,4350,008,4,25,3,1,1,1,1,3,,,,,,,,,,,0
"Layne, Raini M",,,,,,BCOM,4350,501,20,10,2,,2,1,,1,,,,,1,,,,,,0
"Levine, Sheen S","Kemp, Ayenda",,,,,BPS,4305,009,2,6,5,8,5,1,1,,,,,,4,,,,,,0
"Zydorek, Hubert",,,,,,IMS,3310,008,,20,9,13,4,4,,,,,,,,,,,,,0
"Meda, Edward","Vora, Gunjan",,,,,OBHR,3310,006,1,6,14,14,7,3,2,,,,,,,,,,,,2
"Hasenhuttl, Maria","Wang, Congying",,,,,OBHR,3310,004,17,11,5,3,3,1,1,2,,,2,,2,,,,,,2
"Roy Bardhan, Anindita","Albritton, Jason M",,,,,HMGT,3311,001,,1,7,6,7,,4,1,,,,,2,,,,,,0
"Yehuda, Nir","Zhou, Xiaolu",,,,,ACCT,3331,003,1,4,6,5,3,6,6,3,1,,4,,,,,,,,1
"Gamino, John P","Bhatia, Nikita R",,,,,ACCT,3350,002,4,5,4,5,6,4,3,3,3,2,4,2,4,,,,,,0
"Gamino, John P","Bhatia, Nikita R",,,,,ACCT,6353,501,,11,1,3,9,1,1,2,,,,,3,,,,,,0
"Reichert, Carolyn A",,,,,,FIN,6301,MBP,,12,7,9,14,1,1,,,,,,,,,,,,0
"Dover, Howard F","Shyam, Nikhil",,,,,MKT,4331,001,1,4,6,3,10,1,1,1,,,,,1,,,,,,0
"Dover, Howard F","Shyam, Nikhil",,,,,MKT,6334,501,,11,6,1,,,,,,,,,,,,,,,0
"Ganglmair, Bernhard","Kulkarni, Ritesh N",,,,,MECO,6303,501,,10,2,,8,2,3,1,,,,,1,,,,,,0
"Chiong, Khai X","Surolia, Prakhar",,,,,MKT,3300,010,5,16,13,5,4,3,,,,,,,1,,,,,1,0
"Farquharson, Neil",,,,,,MKT,3300,501,2,4,12,12,9,4,3,,1,,,,,,,,,,2
"Egeland, Rita E",,,,,,MKT,3300,HON,22,17,7,1,,,,,,,,,,,,,,,0
"Flannery, Carol","Nagarajan, Rahul",,,,,OPRE,3360,0W1,,13,,4,19,,5,5,,1,,,1,,,,,,2
"Majumdar, Sumit K","Sun, Geng",,,,,MIS,6302,0W1,,32,4,2,2,,,,,,,,,,,,,,0
"Brussolo, Monica E","Chang, Chia-Hao",,,,,OPRE,6301,003,,6,2,6,2,1,1,1,,,,,,,,,,,1
"Patton, Karen",,,,,,BCOM,3310,002,9,13,4,6,2,,1,,,,,,,,,,,,2
"Ahlberg, Mehrzad",,,,,,BCOM,3310,003,4,5,5,3,6,7,5,1,,,,,,,,,,,1
"McCrady, Victoria D","Dakshinamoorthy, Sowmika",,,,,BCOM,3310,004,1,13,12,5,4,2,2,,1,,,,,,,,,,0
"McCrady, Victoria D","Dakshinamoorthy, Sowmika",,,,,BCOM,3310,005,5,15,6,1,3,1,,,,,1,,,,,,,,2
"Goodrich, Mary Beth W","Ayala, Nestor A",,,,,ACCT,6388,0W1,,19,6,2,3,1,1,,,,,,1,,,,,,0
"Goodrich, Mary Beth W","Ayala, Nestor A",,,,,ACCT,6388,001,,12,1,,,,,,,,,,,,,,,,0
"Guler, Lale",,,,,,ACCT,6334,002,,11,2,3,3,1,,,,,,,1,,,,,,0
"Majumdar, Sumit K","Sun, Geng",,,,,ACCT,6349,0W1,,8,,,,,,,,,,,,,,,,,0
"Ziegler, Laurie","Li, Jianan","Gupta, Ashna",,,,OB,6332,0W1,,12,,2,3,,1,,,,,,,,,,,,1
"Ziegler, Laurie","Li, Jianan","Gupta, Ashna",,,,HMGT,6324,0W1,,7,,2,1,,,,,,,,,,,,,,0
"Brussolo, Monica E","Abdi Kouchaksaraei, Maryam",,,,,OPRE,3333,002,7,10,11,14,4,5,4,3,,2,,,2,,,,,,1
"Kaan, Levent","Thankamony, Parvathy",,,,,OPRE,3333,502,11,,5,3,5,5,5,1,8,,,,7,,,,,,12
"Sadka, Gil","Kyung, Hoyoun","Song, Dongye",,,,ACCT,6305,502,,24,15,9,8,,,,,,,,,,,,,,1
"Betanzos, Christina L","Juarez Herrera, Pablo J",,,,,ACCT,6388,501,,10,2,,1,,,,,,,,,,,,,,0
"Johnson, Jennifer","Garcia, Cesar D",,,,,ACCT,6343,0W1,,11,,,19,,,1,,,,,1,,,,,,0
"Barden, John P","Vinayagam, Chidambara P",,,,,ACCT,2302,HON,,24,13,6,4,,2,,,,,,1,,,,,,1
"Leach, Sonia E","Davies, Adesola A",,,,,OPRE,6366,501,,61,10,6,4,2,,1,,,,,,,,,,,0
"Hedgecock, Blake M",,,,,,FIN,4321,501,2,7,,1,10,1,2,5,,,,,,,,,,,0
"Hedgecock, Blake M",,,,,,REAL,4321,501,,2,,3,6,1,1,2,,,1,,2,,,,,,0
"Sabri, Ehap H","Vardhineni, Sai Chandhar",,,,,OPRE,6370,001,,65,10,1,1,,,,,,,,,,,,,,0
"Ramanathan, Kannan","Wang, Wan-Jung","Zhang, Chen",,,,OPRE,6332,001,,29,12,14,8,3,2,,,,,,3,,,,,,1
"Leach, Sonia E","Chindak, Sachin",,,,,OPRE,6302,002,,13,4,5,6,1,1,1,,,,,4,,,,,,0
"Owens, Dawn M","Thangeda, Bhavana",,,,,MIS,6308,002,,4,17,11,11,,,,,,,,1,,,,,,0
"Shaum, Robert A","Khatavkar, Shreya U",,,,,OPRE,6364,002,,45,,,,,,,,,,,,,,,,,0
"Alimirzaei, Athena","Goyal, Rahul Kumar",,,,,OPRE,6398,003,,11,,,,,,,,,,,,,,,,,0
"Ahluwalia, Gurvinder S","Guha, Sumalya",,,,,MIS,6363,001,,3,,3,1,,,,,,,,,,,,,,0
"Johnson, Jennifer","Garcia, Cesar D",,,,,ACCT,4340,001,13,12,11,6,4,1,1,,,,,,,,,,,,0
"Johnson, Jennifer","Garcia, Cesar D",,,,,ACCT,4342,PP1,,5,7,5,3,1,,,,,,,,,,,,,0
"Cready, William M","Fan, Zhongwen",,,,,ACCT,6331,0W1,,7,,,5,2,,1,,,,,,,,,,,3
"Zolton, Kathy","Shavrina, Irina V",,,,,ACCT,6333,001,,20,,,24,,,9,,,,,,,,,,,1
"Troutman, Amy B","Payne, Colton A",,,,,ACCT,6335,PP1,,19,,,,,,,,,,,,,,,,,0
"Goodrich, Mary Beth W","Vinayagam, Chidambara P",,,,,ACCT,6338,001,,21,1,1,7,,,1,,,,,,,,,,,1
"Li, Bin","Shekarchizadeh Esfahani, Sharif",,,,,ACCT,6344,501,,17,3,,18,,,2,,,,,,,,,,,0
"Roy Bardhan, Anindita","Albritton, Jason M",,,,,ACCT,6373,001,,,2,,17,,,7,,,,,,,,,,,0
"Roy Bardhan, Anindita","Albritton, Jason M",,,,,ACCT,6373,501,,1,10,,19,,,7,,,,,2,,,,,,1
"Bracy, Dana",,,,,,ACCT,6383,501,,12,3,4,9,1,2,2,,,,,,,,,,,0
"Polze, Matthew M","Ayala, Nestor A",,,,,BLAW,2301,003,,20,4,6,15,3,13,2,7,3,3,1,7,,,,,,6
"Springate, David J",,,,,,ENTP,6311,501,,3,1,1,,,,,,,,,,,,,,,2
"Molina, Stephen",,,,,,FIN,4313,501,14,4,3,1,2,,,,,,,,2,,,,,,0
"Peabody, Stephen D","Nguyen, Loc H",,,,,FIN,3320,006,7,5,5,2,4,8,3,3,5,1,,2,2,,,,,,0
"Peabody, Stephen D","Nguyen, Loc H",,,,,FIN,3320,007,2,3,9,7,2,6,6,3,4,1,1,,3,,,,,,1
"Peabody, Stephen D","Nguyen, Loc H",,,,,FIN,3320,008,5,9,11,2,5,3,3,1,4,1,1,,2,,,,,,1
"Gurun, Ayfer",,,,,,FIN,3320,009,4,5,3,6,4,5,6,3,2,3,,,4,,,,,,0
"Green, Kevin",,,,,,FIN,3330,001,1,11,,5,19,,4,11,,3,4,,1,,,,,,0
"Xia, Han (Victor)",,,,,,FIN,3350,001,,11,5,6,8,2,,1,,,2,3,1,,,,,1,2
"DeCourcy, George A",,,,,,FIN,3365,001,7,2,2,6,10,3,2,2,,2,,,,,,,,,1
"Khanapure, Revansiddha B","Hong, Yuan",,,,,FIN,4300,002,,1,3,7,8,,1,,,,,,,,,,,,0
"Anderson, Frank W",,,,,,FIN,4310,001,,1,9,8,9,11,11,5,3,,1,,1,,,,,,1
"Reichert, Carolyn A",,,,,,FIN,6301,503,,7,7,4,14,,1,1,,,,,,,,,,,0
"von Drathen, Christian","Hong, Yuan",,,,,FIN,6311,001,,2,9,10,4,,,,,,,,,,,,,,2
"Springate, David J",,,,,,FIN,6311,501,,5,3,3,3,,1,,,,,,,,,,,,2
"Newcomb, Rebecca G",,,,,,ACCT,3100,501,14,4,,2,,1,,,,,,,,,,,,,1
"Fry, Jennifer L",,,,,,BCOM,3310,006,3,19,4,2,7,1,,1,1,,,,,,,,,,0
"Smallwood, Margaret G","Rosillo, Andrea G",,,,,BCOM,3310,007,3,26,8,,,2,,1,,,,,,,,,,,0
"Smallwood, Margaret G","Rosillo, Andrea G",,,,,BCOM,3310,008,4,15,11,2,5,1,1,1,,,,,,,,,,,0
"Sluder, Jeanne",,,,,,BCOM,3310,009,4,23,7,2,3,,,,,,,,,,,,,,0
"Sluder, Jeanne",,,,,,BCOM,3310,010,2,28,7,2,,,,,,,,,,,,,,,0
"Lookadoo, Kathryn","Chockalingam, Muthu Veerappan",,,,,BCOM,3310,011,4,7,5,2,9,2,1,1,2,1,1,,,,,,,,0
"Sluder, Jeanne",,,,,,BCOM,3310,012,2,20,13,2,,,,,,,,,,,,,,,0
"McCuistion, Dennis",,,,,,BCOM,3310,5E1,1,3,4,4,5,2,2,,1,,,1,,,,,,,1
"de los Santos, Veronica",,,,,,BCOM,4350,010,20,10,3,,2,1,,,2,,,,,,,,,,0
"Carraher, Shawn M",,,,,,BPS,4305,5E1,3,4,2,1,9,1,2,4,,1,,2,4,,,,,,1
"Guengerich, Steven","Kim, Dong Shin",,,,,ENTP,3301,001,,32,,,21,,,2,,,,,,,,,,,0
"Choi, Emily","Vlas, Cristina O",,,,,ENTP,3301,002,2,6,20,6,7,10,5,,,,,,,,,,,,2
"Choi, Emily","Vlas, Cristina O",,,,,ENTP,3301,501,4,9,13,13,10,2,5,,,,,,,,,,,,0
"Shah, Rajiv","Kathuria, Nishant",,,,,ENTP,4311,001,,14,,,15,,,6,,,1,,1,,,,,,0
"Wright, Robert G",,,,,,ENTP,4320,501,,5,5,18,12,5,,,,,,,,,,,,,0
"Berardi, Caryn S",,,,,,FIN,3100,001,19,15,,3,1,,,,,,,,,,,,,,1
"Berardi, Caryn S",,,,,,FIN,3100,002,22,17,,,,,,1,,,,,,,,,,,0
"Smallwood, James E",,,,,,FIN,3100,501,6,8,5,3,1,,1,,,,,,3,,,,,,0
"Henderson, Tom",,,,,,IMS,3310,009,,9,3,8,11,3,3,6,,,2,,2,,,,,,0
"Berardi, Caryn S",,,,,,ITSS,3100,001,23,12,,,1,,,,,,,,,,,,,,0
"Lookadoo, Kathryn","Chockalingam, Muthu Veerappan",,,,,ITSS,3100,002,8,3,1,2,,,1,,,1,1,,1,,,,,,0
"Hazzard, Charles F","Kim, Kyun",,,,,OBHR,3310,HON,29,15,,2,,,,,,,,,1,,,,,,1
"Egan, Terence J",,,,,,OPRE,3310,501,,12,,,16,,,10,,,3,,2,,,,,,1
"Kohankie, Robert W",,,,,,OPRE,3310,5E1,6,15,,,10,,1,7,,,,,1,,,,,,0
"Kaan, Levent","Thankamony, Parvathy",,,,,OPRE,3333,004,14,2,8,4,,3,7,3,2,,1,4,4,,,,,,10
"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,,OPRE,3333,005,6,12,7,7,11,6,3,4,3,,3,,1,,,,,,2
"Flannery, Carol","Nagarajan, Rahul","Mobini Dehkordi, Zahra",,,,OPRE,6301,002,,34,,9,20,,2,2,,,,,4,,,,,,2
"Sethi, Awanti","Zhang, Wan Hua",,,,,OPRE,6301,501,,23,4,10,7,3,4,7,,,,,3,,,,,,7
"Sethi, Awanti","Zhang, Wan Hua",,,,,OPRE,6301,005,,13,3,1,5,2,5,2,,,,,,,,,,,1
"Janakiraman, Ganesh","Armaghan, Milad",,,,,OPRE,6302,001,,5,14,37,8,3,,,,,,,,,,,,,1
"Muharremoglu, Alp","Chindak, Sachin",,,,,OPRE,6370,0W1,,34,3,4,1,1,,,,,,,,,,,,,0
"Beachboard, John C","Forqandoost Haqiqi, Sina","Yang, Mingwen",,,,ITSS,3300,001,,13,8,3,11,5,,4,2,2,1,,,,,,,,0
"Scott, James A","Yang, Mingwen",,,,,ITSS,3300,002,,9,14,11,10,3,,1,1,,,,,,,,,,0
"Hefley, William E","Zhang, Chenglong",,,,,ITSS,3300,003,1,2,2,3,6,4,3,11,,6,2,,5,,,,,,3
"Hefley, William E","Zhang, Chenglong",,,,,ITSS,3300,004,3,3,3,3,9,4,1,3,5,2,2,,9,,,,,,2
"Bose, Ranavir","Ramakrishnan, Prabhu",,,,,ITSS,3300,005,,11,14,12,7,3,,1,,,,,,,,,,,0
"Beachboard, John C","Forqandoost Haqiqi, Sina",,,,,ITSS,3300,006,,11,6,7,13,2,3,,3,,1,,,,,,,,2
"Bose, Ranavir","Ramakrishnan, Prabhu",,,,,ITSS,3300,007,,17,9,12,5,2,,2,,,,1,1,,,,,,0
"Reed, Richard","Ramakrishnan, Prabhu",,,,,ITSS,3300,008,1,6,6,9,10,6,1,,4,,2,1,3,,,,,,0
"Savoie, Michael J","Yang, Mingwen",,,,,ITSS,3300,503,11,28,,4,3,,1,,,,,,1,,,,,,0
"Short, Kevin P","Lyu, Muyuan",,,,,ITSS,3300,009,,7,4,7,5,2,5,5,2,,4,,1,,,,,,2
"Thouin, Mark","Tanigaiarasu, Karthik",,,,,ITSS,3300,0W1,6,17,9,7,1,1,1,,3,,,,3,,,,,,0
"Martinez, Carlos A","Panjrattan, Shivika",,,,,ITSS,3300,501,1,5,14,5,9,7,2,1,,,1,1,3,,,,,,0
"Owens, Sean M","Panjrattan, Shivika",,,,,ITSS,3300,502,18,22,6,,1,,,1,,,,,,,,,,,0
"Sohaee, Nassim","Thorat, Snehal H",,,,,ITSS,3312,001,,14,7,6,4,8,3,3,2,,1,,6,,,,,,1
"Thomas, Sunela","Ramanan, Rahul",,,,,ITSS,3312,501,,5,3,12,10,4,1,1,1,1,1,,4,,,,,,0
"Arora, Vivek","Baskara, Srikar S",,,,,ITSS,4300,001,,13,9,11,12,10,13,4,1,,,,1,,,,,,1
"Narayan, Ravishankar L","Velumani, Suganya",,,,,ITSS,4301,001,,4,4,,,1,2,1,,,,,1,,,,,,0
"Narasimhan, Prithi","Kopparapu, Hanuman Abhishek",,,,,ITSS,4330,001,25,19,13,7,8,1,,,,,,,,,,,,,1
"Thompson, Luell O","Patnaik, Shreeparna",,,,,ITSS,4340,001,,6,1,6,27,,6,10,,1,1,,1,,,,,,0
"Shekhar, Gaurav","Arora, Rajdeep",,,,,ITSS,4351,001,,11,10,19,10,4,3,,,1,,,,,,,,,1
"Bradbury, Judd D","Senthilkumar, Gowtham","Vashistha, Manish Surendra",,,,ITSS,4352,001,7,6,9,13,12,4,8,2,1,,1,,,,,,,,0
"Rao, Mukund","Pakala, Tharun Reddy",,,,,ITSS,4354,001,23,,1,,,,,1,,,,,1,,,,,,0
"Hefley, William E","Lyu, Muyuan",,,,,ITSS,4370,501,3,5,6,11,19,7,5,7,1,,,,,,,,,,0
"Slaughter, Kelly T","Arora, Rajdeep",,,,,ITSS,4390,001,,38,1,,,,,,,,,,,,,,,,0
"Islam, Naser","Ramanan, Rahul",,,,,MIS,6308,501,,5,6,7,6,3,2,1,,,,,,,,,,,0
"Mookerjee, Radha","Sun, Geng",,,,,MIS,6324,0W1,,,5,2,3,1,,,,,,,,,,,,,1
"Ryu, Young","Godasi, Sai Ram Bharadwaj",,,,,MIS,6326,502,,18,4,2,10,1,,,,,,,1,,,,,,0
"Mehra, Amit","Mutyala, Mehar Venkat Aditya",,,,,MIS,6344,001,,11,13,7,4,1,1,1,,,,,,,,,,,0
"Bradbury, Judd D","Senthilkumar, Gowtham","Vashistha, Manish Surendra",,,,MIS,6380,001,,22,15,15,4,3,1,,,,,,,,,,,,0
"Meda, Edward","Vora, Gunjan",,,,,MKT,3300,011,,6,10,10,5,9,4,2,2,,,,1,,,,,,0
"Edsel, Alexander D",,,,,,MKT,4330,0W1,4,5,9,6,4,4,3,1,,,2,2,1,,,,,,0
"Ramanathan, Kannan","Wang, Wan-Jung","Zhang, Chen",,,,OPRE,6332,0W1,,23,8,9,1,4,,,,,,,3,,,,,,1
"Fleming, Forney F","Nguyen, Huy",,,,,HMGT,3301,001,,11,8,16,10,6,5,3,,1,,,,,,,,,0
"Berrett, Britt R","Kwon, Jung-Hyun",,,,,HMGT,3301,002,6,23,,7,11,2,,3,,,1,,2,,,,,,3
"Walton, James W",,,,,,HMGT,3301,003,14,8,17,8,6,3,,2,,,1,,1,,,,,,0
"Kirksey, Kirk","Tanigaiarasu, Karthik",,,,,HMGT,6323,0W1,,25,3,,,1,,,,,,,,,,,,,0
"Kirksey, Kirk","Tanigaiarasu, Karthik",,,,,MIS,6317,0W1,,9,3,2,3,1,1,,,,,,,,,,,,0
"Berrett, Britt R",,,,,,HMGT,6340,501,,29,2,1,,,,,,,,,,,,,,,0
"Zentner, Alejandro",,,,,,MECO,7313,001,,6,3,,,,,,,,,,,,,,,,0
"Edsel, Alexander D",,,,,,MKT,6321,0W1,,17,5,7,6,,,,,,,,,,,,,,0
"Richardson, Debra L","Kuang, Shimaoling",,,,,RMIS,4332,501,6,12,4,4,2,,1,1,,,,,,,,,,,0
"Wright, Robert G",,,,,,ENTP,3320,001,,2,,4,5,,,1,,,,,,,,,,,0
"El-Ashmawi, Amal H","Jerez Carreno, Jaime Eduardo",,,,,FIN,3390,003,11,4,3,7,1,4,3,4,4,2,,2,2,,,,,,1
"Chen, Jianqing","Velumani, Suganya",,,,,BUAN,6324,001,,2,1,2,5,1,,,,,,,,,,,,,0
"Thouin, Mark","Dogaroglu, Seckin","Baskara, Srikar S",,,,BUAN,6324,002,,2,6,,,,,,,,,,,,,,,,0
"Mookerjee, Radha","Sun, Geng",,,,,BUAN,6324,0W1,,,2,5,,1,1,,,,,,,,,,,,0
"Honhon, Dorothee B","Chang, Chia-Hao",,,,,OPRE,6341,001,,20,9,3,3,1,,,,,,,,,,,,,0
"Kromer, Jeffrey","Nguyen, Ploysirin K",,,,,ACCT,6384,501,,29,,,3,,,1,,,,,,,,,,,0
"Cheng, Samuel","Juarez Herrera, Pablo J",,,,,ACCT,6365,501,,3,4,7,5,3,1,,,,,,,,,,,,0
"Roy Bardhan, Anindita","Albritton, Jason M",,,,,HMGT,3311,002,,3,1,6,4,,6,3,,,,,3,,,,,,0
"Jenkins, Kristin M",,,,,,HMGT,6330,0W1,,33,9,,,,,,,,,,,,,,,,1
"Chapman, Juliann G","Andaleeb, Uruba",,,,,FIN,3330,002,4,32,,4,12,,4,,,2,,,,,,,,,0
"Richards, James R",,,,,,ACCT,4337,001,1,10,6,4,3,9,,2,,,,,2,,,,,,1
"Dogan, Kutsal","Pakala, Tharun Reddy",,,,,BUAN,6320,001,,9,3,11,1,5,,,,,,,1,,,,,,1
"Narayan, Ravishankar L","Godasi, Sai Ram Bharadwaj",,,,,BUAN,6320,002,,35,9,4,3,,,,,,,,,,,,,,0
"Moonesinghe, Mark S",,,,,,HMGT,4321,501,1,11,13,5,7,3,,3,,,,,,,,,,,0
"Jenkins, Kristin M",,,,,,HMGT,3310,501,6,12,18,12,3,5,2,,,,,,,,,,,,1
"Thompson, Luell O",,,,,,MIS,6319,0W1,,5,,,12,,,,,,,,,,,,,,0
"Alimirzaei, Athena","Goyal, Rahul Kumar",,,,,BUAN,6398,003,,29,3,2,3,1,1,1,,,,,,,,,,,1
"Subramanian, Upender","Lim, Bo Ram",,,,,BUAN,6337,002,,,5,3,2,3,,,,,,,,,,,,,0
"Bolton, Gary","Katok, Elena M",,,,,OPRE,6355,001,,14,7,,,,,,,,,,,,,,,,0
"Blueshtein, Moran","Smith, Jake A",,,,,BUAN,6312,001,,8,9,11,8,1,2,,,,,,,,,,,,0
"Narayan, Ravishankar L","Velumani, Suganya",,,,,ACCT,4301,001,,2,2,9,7,3,1,,,,,,1,,,,,,1
"Richardson, Debra L","Kuang, Shimaoling",,,,,RMIS,3370,001,3,2,2,1,2,2,,1,1,,,,,,,,,,0
"Hicks, Jeffrey N","Kim, Kyun",,,,,OB,6301,MBC,,37,10,2,2,,,,,,,,,,,,,,0
"Rajamani, Divakar","Thakkar, Kathan",,,,,OPRE,6302,MBC,,18,11,10,6,4,2,,,,,,,,,,,,0
"Khanapure, Revansiddha B","Hong, Yuan",,,,,FIN,6310,501,,2,5,7,6,1,1,,,,,,,,,,,,0
"Troutman, Amy B","Payne, Colton A",,,,,ACCT,2301,004,4,7,9,9,15,8,2,4,2,2,,1,1,,,,,,1
"Rajamani, Divakar","Deodhar, Adneya",,,,,OPRE,6379,501,,7,12,7,4,3,,,,,,,1,,,,,,0
"Sethi, Suresh",,,,,,OPRE,7351,001,,,,,,,,,,,,,,,,,15,,0
"Hasenhuttl, Maria","Jung, Young-Hoon",,,,,OB,6301,0W2,,47,,,1,,,1,,,,,,,,,,,0
"Sluder, Jeanne",,,,,,BCOM,3310,013,4,19,5,1,1,1,,,,,,,,,,,,,0
"Day, Theodore","Sharma, Varun",,,,,FIN,6352,001,,6,3,,5,4,,,,,,,,,,,,,0
"Subramanian, Upender","Lim, Bo Ram",,,,,BUAN,6337,001,,3,3,5,4,2,,,,,,,,,,,,,0
"Ritchey, David B",,,,,,OBHR,3330,001,2,6,12,5,4,9,4,2,2,,,,,,,,,,0
"Marchant, Joe T",,,,,,BCOM,3310,001,5,12,6,4,3,1,,1,2,,,,,,,,,,1
"Moore, Sarah E","Rosillo, Andrea G",,,,,BCOM,3310,014,9,12,11,2,3,,,2,,,,1,,,,,,,0
"Fry, Jennifer L",,,,,,BCOM,3310,501,3,10,5,4,3,2,2,,,,,,,,,,,,2
"Steadham, Kyle S",,,,,,BCOM,3310,502,1,,5,4,6,6,2,2,,1,,,1,,,,,,0
"Smallwood, Margaret G","Rosillo, Andrea G",,,,,BCOM,4350,502,4,13,15,2,3,1,,2,,,,,,,,,,,0
"Chen, Jiayu",,,,,,OPRE,3310,001,6,19,7,4,5,2,3,1,,,,,,,,,,,0
"Richards, James R",,,,,,FIN,3320,010,1,3,6,4,9,4,6,4,3,,1,1,2,,,,,1,0
"Ma, Liping","Nguyen, Khiem B",,,,,FIN,6306,002,,14,,,14,,,1,,,,,,,,,,,0
"Nanda, Vikram K",,,,,,FIN,6301,501,,7,5,4,4,,,,,,,,,,,,,,0
"Ma, Liping","Nguyen, Khiem B",,,,,FIN,6382,001,,8,,,5,,,,,,,,,,,,,,0
"Blueshtein, Moran","Smith, Jake A",,,,,MECO,6312,002,,1,2,,1,2,1,,,,,,,,,,,,0
"Polze, Matthew M","Ayala, Nestor A",,,,,BLAW,2301,004,,15,1,8,24,3,14,3,5,,3,1,9,,1,,,,9
"Lee, Chungseung",,,,,,OPRE,3333,503,10,6,15,11,7,2,2,3,1,,,,1,,,,,,3
